country,measure,description,date_start,date_end
Croatia,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-03-01,2022-04-08
Croatia,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2020-03-23,2020-05-10
Croatia,StayHomeRiskG,"Stay-at-home recommendations for risk groups or vulnerable populations (such as the elderly, people with underlying health conditions, physically disabled people, etc.)",2020-03-03,2022-04-08
Croatia,Teleworking,Teleworking recommendation,2020-03-19,2020-05-27
Croatia,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2020-11-28,2022-04-08
Cyprus,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-03-10,2020-06-23
Cyprus,BanOnAllEventsPartial,Interventions are in place to limit all indoor/outdoor mass/public gatherings - partially relaxed measure,2020-11-05,2021-05-16
Cyprus,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-10,2020-06-09
Cyprus,ClosHigh,Closure of educational institutions: higher education.,2020-03-10,2020-05-11
Cyprus,ClosHigh,Closure of educational institutions: higher education.,2020-12-14,2021-05-09
Cyprus,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2021-09-03,2022-05-14
Cyprus,ClosPrim,Closure of educational institutions: primary schools.,2020-03-10,2020-05-21
Cyprus,ClosPrim,Closure of educational institutions: primary schools.,2021-01-10,2021-02-07
Cyprus,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-03-11,2020-05-03
Cyprus,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-05-04,
Cyprus,ClosSec,Closure of educational institutions: secondary schools.,2020-03-10,2020-05-10
Cyprus,ClosSec,Closure of educational institutions: secondary schools.,2020-12-14,2021-02-07
Cyprus,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-05-11,2020-05-21
Cyprus,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2021-02-08,2021-03-31
Cyprus,ClosureOfPublicTransportPartial,Closure of public transport - partially relaxed measure,2021-10-30,
Cyprus,EntertainmentVenues,Closure of entertainment venues,2020-03-11,2020-05-20
Cyprus,EntertainmentVenues,Closure of entertainment venues,2020-12-11,2021-02-07
Cyprus,EntertainmentVenues,Closure of entertainment venues,2021-04-26,2021-05-09
Cyprus,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-05-21,2020-06-29
Cyprus,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-02-08,2021-04-25
Cyprus,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-05-10,2022-06-05
Cyprus,GymsSportsCentres,Closure of gyms/sports centres,2020-03-13,2020-05-03
Cyprus,GymsSportsCentres,Closure of gyms/sports centres,2021-01-08,2021-03-31
Cyprus,GymsSportsCentres,Closure of gyms/sports centres,2021-04-26,2021-05-09
Cyprus,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2020-05-04,2020-06-13
Cyprus,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-05-10,2022-06-05
Cyprus,HotelsOtherAccommodation,,2020-03-16,2020-05-03
Cyprus,HotelsOtherAccommodationPartial,,2020-05-04,2020-06-09
Cyprus,HotelsOtherAccommodationPartial,,2021-05-17,2021-07-19
Cyprus,HotelsOtherAccommodationPartial,,2022-01-10,2022-06-05
Cyprus,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2020-07-12,2020-11-04
Cyprus,IndoorOver50,Interventions are in place to limit indoor mass/public gatherings of over 50 participants,2020-06-24,2020-07-11
Cyprus,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2020-11-05,2022-04-10
Cyprus,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2022-04-11,2022-05-31
Cyprus,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2022-07-08,
Cyprus,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2022-06-01,2022-07-07
Cyprus,MassGather50,,2020-03-10,2020-07-11
Cyprus,MassGather50Partial,,2020-11-05,2021-05-16
Cyprus,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-03-10,2020-11-04
Cyprus,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-11-05,2021-05-16
Cyprus,NonEssentialShops,Closures of non-essential shops,2020-03-16,2020-06-08
Cyprus,NonEssentialShops,Closures of non-essential shops,2021-04-26,2021-05-09
Cyprus,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-11-29,2021-04-25
Cyprus,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-05-10,2022-06-05
Cyprus,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2020-07-12,2020-11-04
Cyprus,OutdoorOver50,Interventions are in place to limit outdoor mass/public gatherings of over 50 participants,2020-06-24,2020-07-11
Cyprus,PlaceOfWorship,Closure of places of worship,2020-03-16,2020-05-03
Cyprus,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-05-04,2020-06-01
Cyprus,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2021-02-08,
Cyprus,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-03-31,2020-05-03
Cyprus,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-11-05,2021-02-07
Cyprus,PrivateGatheringRestrictions,Restrictions on private gatherings,2021-04-26,2021-05-28
Cyprus,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2021-02-08,2021-04-25
Cyprus,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2021-05-29,2022-04-14
Cyprus,QuarantineForInternationalTravellers,,2020-06-30,2021-05-09
Cyprus,QuarantineForInternationalTravellersPartial,,2021-05-10,2022-05-14
Cyprus,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-03-16,2020-05-20
Cyprus,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-12-11,2021-03-14
Cyprus,RestaurantsCafes,Closure of restaurants and cafes/bars,2021-04-26,2021-05-09
Cyprus,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-05-21,2020-12-10
Cyprus,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-03-15,2021-04-25
Cyprus,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-05-10,
Cyprus,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2020-03-24,2020-05-03
Cyprus,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2021-01-10,2021-05-09
Cyprus,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-05-04,2020-05-21
Cyprus,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-10-23,2021-01-09
Cyprus,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2021-05-10,2021-06-09
Cyprus,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2020-04-10,2022-05-14
Cyprus,WorkplaceClosures,Closures of workplaces,2020-03-16,2020-04-14
Cyprus,WorkplaceClosuresPartial,Closures of workplaces - partially relaxed measure,2020-04-15,2020-06-29
Czechia,AdaptationOfWorkplace,Adaptation of workplaces (e.g. to reduce risk of transmission),2020-03-24,2020-05-11
Czechia,AdaptationOfWorkplace,Adaptation of workplaces (e.g. to reduce risk of transmission),2020-12-27,
Czechia,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-10-22,2020-12-02
Czechia,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-12-18,2021-05-16
Czechia,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-11,2020-05-11
Czechia,ClosDaycare,Closure of educational institutions: daycare or nursery.,2021-03-01,2021-04-11
Czechia,ClosHigh,Closure of educational institutions: higher education.,2020-03-11,2020-05-10
Czechia,ClosHigh,Closure of educational institutions: higher education.,2020-10-14,2021-05-23
Czechia,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2020-05-11,2020-08-31
Czechia,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2021-11-22,2022-02-09
Czechia,ClosPrim,Closure of educational institutions: primary schools.,2020-03-11,2020-05-10
Czechia,ClosPrim,Closure of educational institutions: primary schools.,2020-10-14,2020-11-17
Czechia,ClosPrim,Closure of educational institutions: primary schools.,2020-12-21,2021-04-11
Czechia,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2020-05-11,2020-08-31
Czechia,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2020-10-12,2020-10-13
Czechia,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2020-11-18,2020-11-29
Czechia,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2021-04-12,2021-05-23
Czechia,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-03-16,2020-04-23
Czechia,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-10-14,2020-11-17
Czechia,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-03-10,2020-03-15
Czechia,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-04-24,2020-10-13
Czechia,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-11-18,
Czechia,ClosSec,Closure of educational institutions: secondary schools.,2020-03-11,2020-06-07
Czechia,ClosSec,Closure of educational institutions: secondary schools.,2020-10-12,2020-12-06
Czechia,ClosSec,Closure of educational institutions: secondary schools.,2020-12-21,2021-05-23
Czechia,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-06-08,2020-08-31
Czechia,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-12-07,2020-12-20
Czechia,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2021-05-24,2021-08-31
Czechia,EntertainmentVenues,Closure of entertainment venues,2020-03-16,2020-05-10
Czechia,EntertainmentVenues,Closure of entertainment venues,2020-10-14,2020-12-02
Czechia,EntertainmentVenues,Closure of entertainment venues,2020-12-18,2021-04-11
Czechia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-03-13,2020-03-15
Czechia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-05-11,2020-08-31
Czechia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-10-05,2020-10-13
Czechia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-12-03,2020-12-17
Czechia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-04-12,2022-05-04
Czechia,GymsSportsCentres,Closure of gyms/sports centres,2020-03-13,2020-04-26
Czechia,GymsSportsCentres,Closure of gyms/sports centres,2020-10-14,2020-12-02
