sex,age,cause,country,2016,2017,2018,2019,2020,2021,2022,2023,percentage_2016,percentage_2017,percentage_2018,percentage_2019,percentage_2020,percentage_2021,percentage_2022,percentage_2023
Males,From 45 to 64 years,Total,Liechtenstein,,,0.0,0.0,9.0,14.0,12.0,,,,0.0,0.0,4.390243902439024,8.484848484848486,6.857142857142858,
Total,From 45 to 64 years,Total,Liechtenstein,,,0.0,0.0,17.0,24.0,17.0,7.0,,,0.0,0.0,8.292682926829269,14.545454545454545,9.714285714285714,4.72972972972973
Females,Less than 15 years,Total,Liechtenstein,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
Males,Less than 15 years,Total,Liechtenstein,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
Total,Less than 15 years,Total,Liechtenstein,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
Females,Total,Total,Liechtenstein,94.0,97.0,96.0,86.0,111.0,92.0,98.0,70.0,48.95833333333333,56.395348837209305,54.23728813559322,50.887573964497044,54.146341463414636,55.757575757575765,56.00000000000001,47.2972972972973
Males,Total,Total,Liechtenstein,98.0,75.0,81.0,83.0,94.0,73.0,77.0,78.0,51.041666666666664,43.604651162790695,45.76271186440678,49.112426035502956,45.85365853658537,44.24242424242424,44.0,52.702702702702695
Total,Total,Total,Liechtenstein,192.0,172.0,177.0,169.0,205.0,165.0,175.0,148.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Females,65 years or over,Use of alcohol,Liechtenstein,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Males,65 years or over,Use of alcohol,Liechtenstein,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6756756756756757
Total,65 years or over,Use of alcohol,Liechtenstein,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6756756756756757
Females,From 15 to 29 years,Use of alcohol,Liechtenstein,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Males,From 15 to 29 years,Use of alcohol,Liechtenstein,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,From 15 to 29 years,Use of alcohol,Liechtenstein,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Females,From 30 to 44 years,Use of alcohol,Liechtenstein,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
Males,From 30 to 44 years,Use of alcohol,Liechtenstein,,,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.6756756756756757
Total,From 30 to 44 years,Use of alcohol,Liechtenstein,,,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.6756756756756757
Females,From 45 to 64 years,Use of alcohol,Liechtenstein,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.6060606060606061,0.0,0.0
Males,From 45 to 64 years,Use of alcohol,Liechtenstein,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.6060606060606061,0.0,0.0
Total,From 45 to 64 years,Use of alcohol,Liechtenstein,,,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,1.2121212121212122,0.0,0.0
Females,Less than 15 years,Use of alcohol,Liechtenstein,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
Males,Less than 15 years,Use of alcohol,Liechtenstein,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
Total,Less than 15 years,Use of alcohol,Liechtenstein,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
Females,Total,Use of alcohol,Liechtenstein,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.6060606060606061,0.0,0.0
Males,Total,Use of alcohol,Liechtenstein,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.6060606060606061,0.0,1.3513513513513513
Total,Total,Use of alcohol,Liechtenstein,,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,1.2121212121212122,0.0,1.3513513513513513
Females,65 years or over,COVID-19,Lithuania,0.0,0.0,0.0,0.0,941.0,3205.0,1249.0,0.0,0.0,0.0,0.0,0.0,2.1855258268301747,6.781059580230196,2.9256752008620084,
Males,65 years or over,COVID-19,Lithuania,0.0,0.0,0.0,0.0,919.0,2477.0,1070.0,0.0,0.0,0.0,0.0,0.0,2.134429580081754,5.240775220040623,2.5063830784006,
Total,65 years or over,COVID-19,Lithuania,0.0,0.0,0.0,0.0,1860.0,5682.0,2319.0,0.0,0.0,0.0,0.0,0.0,4.319955406911928,12.02183480027082,5.432058279262608,
Females,From 15 to 29 years,COVID-19,Lithuania,0.0,0.0,0.0,0.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0023225566703827575,0.0275050778605281,0.009369656367852709,
Males,From 15 to 29 years,COVID-19,Lithuania,0.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0023225566703827575,0.02115775220040623,0.0046848281839263544,
Total,From 15 to 29 years,COVID-19,Lithuania,0.0,0.0,0.0,0.0,2.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.004645113340765515,0.048662830060934324,0.014054484551779064,
Females,From 30 to 44 years,COVID-19,Lithuania,0.0,0.0,0.0,0.0,7.0,48.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0162578966926793,0.1015572105619499,0.023424140919631773,
Males,From 30 to 44 years,COVID-19,Lithuania,0.0,0.0,0.0,0.0,14.0,78.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0325157933853586,0.16503046716316858,0.05621793820711626,
Total,From 30 to 44 years,COVID-19,Lithuania,0.0,0.0,0.0,0.0,21.0,126.0,34.0,0.0,0.0,0.0,0.0,0.0,0.048773690078037904,0.2665876777251185,0.07964207912674803,
Females,From 45 to 64 years,COVID-19,Lithuania,0.0,0.0,0.0,0.0,125.0,452.0,75.0,0.0,0.0,0.0,0.0,0.0,0.29031958379784467,0.9563303994583615,0.1756810568972383,
Males,From 45 to 64 years,COVID-19,Lithuania,0.0,0.0,0.0,0.0,248.0,714.0,162.0,0.0,0.0,0.0,0.0,0.0,0.5759940542549238,1.5106635071090047,0.3794710828980347,
Total,From 45 to 64 years,COVID-19,Lithuania,0.0,0.0,0.0,0.0,373.0,1166.0,237.0,0.0,0.0,0.0,0.0,0.0,0.8663136380527684,2.4669939065673665,0.555152139795273,
Females,Less than 15 years,COVID-19,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,COVID-19,Lithuania,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021157752200406227,0.0046848281839263544,
Total,Less than 15 years,COVID-19,Lithuania,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021157752200406227,0.0046848281839263544,
Females,Total,COVID-19,Lithuania,0.0,0.0,0.0,0.0,1074.0,3718.0,1338.0,0.0,0.0,0.0,0.0,0.0,2.494425863991081,7.866452268111036,3.134150055046731,
Males,Total,COVID-19,Lithuania,0.0,0.0,0.0,0.0,1182.0,3280.0,1260.0,0.0,0.0,0.0,0.0,0.0,2.7452619843924193,6.939742721733243,2.9514417558736032,
Total,Total,COVID-19,Lithuania,0.0,0.0,0.0,0.0,2256.0,6998.0,2598.0,0.0,0.0,0.0,0.0,0.0,5.2396878483835,14.806194989844279,6.085591810920334,
Females,65 years or over,Drug dependence,Lithuania,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0021157752200406227,0.0,
Males,65 years or over,Drug dependence,Lithuania,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0024614172840721686,0.0,0.0,0.0,0.0,0.0,0.0,
Total,65 years or over,Drug dependence,Lithuania,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0024614172840721686,0.0,0.0,0.0,0.0,0.0021157752200406227,0.0,
Females,From 15 to 29 years,Drug dependence,Lithuania,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0024614172840721686,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Drug dependence,Lithuania,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0021157752200406227,0.0,
Total,From 15 to 29 years,Drug dependence,Lithuania,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0024614172840721686,0.0,0.0,0.0,0.0,0.0021157752200406227,0.0,
Females,From 30 to 44 years,Drug dependence,Lithuania,,,0.0,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0023225566703827575,0.0,0.0023424140919631772,
Males,From 30 to 44 years,Drug dependence,Lithuania,,,0.0,0.0,2.0,0.0,3.0,,,,0.0,0.0,0.004645113340765515,0.0,0.007027242275889532,
Total,From 30 to 44 years,Drug dependence,Lithuania,,,0.0,0.0,3.0,0.0,4.0,,,,0.0,0.0,0.006967670011148272,0.0,0.009369656367852709,
Females,From 45 to 64 years,Drug dependence,Lithuania,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
Males,From 45 to 64 years,Drug dependence,Lithuania,,,0.0,0.0,0.0,1.0,2.0,,,,0.0,0.0,0.0,0.0021157752200406227,0.0046848281839263544,
Total,From 45 to 64 years,Drug dependence,Lithuania,,,0.0,0.0,0.0,1.0,2.0,,,,0.0,0.0,0.0,0.0021157752200406227,0.0046848281839263544,
Females,Less than 15 years,Drug dependence,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Drug dependence,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Drug dependence,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Lithuania,1.0,3.0,0.0,0.0,1.0,1.0,1.0,,0.0024614172840721686,0.007565441065214102,0.0,0.0,0.0023225566703827575,0.0021157752200406227,0.0023424140919631772,
Males,Total,Drug dependence,Lithuania,2.0,1.0,0.0,0.0,2.0,2.0,5.0,,0.004922834568144337,0.002521813688404701,0.0,0.0,0.004645113340765515,0.0042315504400812455,0.011712070459815887,
Total,Total,Drug dependence,Lithuania,3.0,4.0,0.0,0.0,3.0,3.0,6.0,,0.007384251852216507,0.010087254753618803,0.0,0.0,0.006967670011148272,0.006347325660121869,0.014054484551779064,
Females,65 years or over,Intentional self-harm,Lithuania,49.0,60.0,60.0,57.0,62.0,54.0,41.0,,0.12060944691953626,0.15130882130428205,0.15353907569476433,0.1506860179237053,0.14399851356373095,0.11425186188219363,0.09603897777049027,
Males,65 years or over,Intentional self-harm,Lithuania,141.0,126.0,144.0,134.0,124.0,123.0,132.0,,0.3470598370541758,0.3177485247389923,0.36849378166743435,0.35424432283818436,0.2879970271274619,0.26024035206499657,0.3091986601391394,
Total,65 years or over,Intentional self-harm,Lithuania,190.0,186.0,204.0,191.0,186.0,177.0,173.0,,0.46766928397371205,0.4690573460432743,0.5220328573621986,0.5049303407618897,0.4319955406911929,0.3744922139471903,0.4052376379096297,
Females,From 15 to 29 years,Intentional self-harm,Lithuania,8.0,15.0,11.0,11.0,9.0,9.0,10.0,,0.01969133827257735,0.037827205326070514,0.028148830544040125,0.029079757844925582,0.020903010033444816,0.019041976980365607,0.023424140919631773,
Males,From 15 to 29 years,Intentional self-harm,Lithuania,89.0,80.0,66.0,71.0,64.0,54.0,40.0,,0.21906613828242302,0.20174509507237606,0.16889298326424076,0.18769661881724695,0.14864362690449648,0.11425186188219363,0.09369656367852709,
Total,From 15 to 29 years,Intentional self-harm,Lithuania,97.0,95.0,77.0,82.0,73.0,63.0,50.0,,0.23875747655500035,0.23957230039844657,0.1970418138082809,0.21677637666217253,0.16954663693794128,0.13329383886255924,0.11712070459815886,
Females,From 30 to 44 years,Intentional self-harm,Lithuania,,,0.0,16.0,19.0,17.0,13.0,,,,0.0,0.04229782959261903,0.044128576737272385,0.03596817874069059,0.030451383195521303,
Males,From 30 to 44 years,Intentional self-harm,Lithuania,,,0.0,120.0,105.0,80.0,94.0,,,,0.0,0.3172337219446427,0.2438684503901895,0.16926201760324985,0.22018692464453865,
Total,From 30 to 44 years,Intentional self-harm,Lithuania,,,0.0,136.0,124.0,97.0,107.0,,,,0.0,0.35953155153726174,0.2879970271274619,0.2052301963439404,0.25063830784005997,
Females,From 45 to 64 years,Intentional self-harm,Lithuania,,,0.0,38.0,42.0,47.0,36.0,,,,0.0,0.10045734528247019,0.09754738015607581,0.09944143534190927,0.08432690731067438,
Males,From 45 to 64 years,Intentional self-harm,Lithuania,,,0.0,212.0,186.0,184.0,165.0,,,,0.0,0.5604462421022022,0.4319955406911929,0.3893026404874746,0.38649832517392424,
Total,From 45 to 64 years,Intentional self-harm,Lithuania,,,0.0,250.0,228.0,231.0,201.0,,,,0.0,0.6609035873846724,0.5295429208472687,0.4887440758293839,0.4708252324845986,
Females,Less than 15 years,Intentional self-harm,Lithuania,0.0,3.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.007565441065214102,0.0,0.0,0.0023225566703827575,0.0021157752200406227,0.0023424140919631772,
Males,Less than 15 years,Intentional self-harm,Lithuania,4.0,1.0,0.0,2.0,1.0,0.0,1.0,,0.009845669136288674,0.002521813688404701,0.0,0.005287228699077379,0.0023225566703827575,0.0,0.0023424140919631772,
Total,Less than 15 years,Intentional self-harm,Lithuania,4.0,4.0,0.0,2.0,2.0,1.0,2.0,,0.009845669136288674,0.010087254753618803,0.0,0.005287228699077379,0.004645113340765515,0.0021157752200406227,0.0046848281839263544,
Females,Total,Intentional self-harm,Lithuania,129.0,153.0,141.0,122.0,133.0,128.0,101.0,,0.31752282964530976,0.3858374943259192,0.36081682788269615,0.3225209506437201,0.30890003716090675,0.2708192281651997,0.23658382328828087,
Males,Total,Intentional self-harm,Lithuania,693.0,600.0,543.0,539.0,480.0,441.0,432.0,,1.705762177862013,1.5130882130428205,1.389528635037617,1.4249081344013534,1.1148272017837235,0.9330568720379147,1.0119228877280926,
Total,Total,Intentional self-harm,Lithuania,822.0,753.0,684.0,661.0,613.0,569.0,533.0,,2.0232850075073228,1.8989257073687396,1.7503454629203132,1.7474290850450738,1.4237272389446303,1.2038761002031144,1.2485067110163734,
Females,65 years or over,Mental and behavioural disorders,Lithuania,100.0,187.0,189.0,202.0,250.0,300.0,323.0,0.0,0.24614172840721685,0.471579159731679,0.4836480884385076,0.5340100986068153,0.5806391675956893,0.6347325660121869,0.7565997517041062,
Males,65 years or over,Mental and behavioural disorders,Lithuania,42.0,75.0,67.0,74.0,114.0,109.0,126.0,0.0,0.1033795259310311,0.18913602663035256,0.17145196785915348,0.195627461865863,0.26477146042363436,0.2306194989844279,0.29514417558736034,
Total,65 years or over,Mental and behavioural disorders,Lithuania,142.0,262.0,256.0,276.0,364.0,409.0,449.0,0.0,0.349521254338248,0.6607151863620315,0.6551000562976611,0.7296375604726782,0.8454106280193237,0.8653520649966149,1.0517439272914666,
Females,From 15 to 29 years,Mental and behavioural disorders,Lithuania,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0024614172840721686,0.0,0.0,0.005287228699077379,0.0,0.0,0.0,
Males,From 15 to 29 years,Mental and behavioural disorders,Lithuania,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.004922834568144337,0.005043627376809402,0.0,0.0,0.0,0.0021157752200406227,0.0046848281839263544,
Total,From 15 to 29 years,Mental and behavioural disorders,Lithuania,3.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.007384251852216507,0.005043627376809402,0.0,0.005287228699077379,0.0,0.0021157752200406227,0.0046848281839263544,
Females,From 30 to 44 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.007930843048616068,0.0023225566703827575,0.0042315504400812455,0.011712070459815887,
Males,From 30 to 44 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,8.0,5.0,2.0,9.0,0.0,0.0,0.0,0.0,0.021148914796309516,0.011612783351913786,0.0042315504400812455,0.021081726827668595,
Total,From 30 to 44 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,11.0,6.0,4.0,14.0,0.0,0.0,0.0,0.0,0.029079757844925582,0.013935340022296544,0.008463100880162491,0.03279379728748448,
Females,From 45 to 64 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,4.0,17.0,19.0,6.0,0.0,0.0,0.0,0.0,0.010574457398154758,0.03948346339650687,0.04019972918077184,0.014054484551779064,
Males,From 45 to 64 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,28.0,21.0,22.0,29.0,0.0,0.0,0.0,0.0,0.07402120178708331,0.048773690078037904,0.0465470548408937,0.06793000866693215,
Total,From 45 to 64 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,32.0,38.0,41.0,35.0,0.0,0.0,0.0,0.0,0.08459565918523806,0.08825715347454477,0.08674678402166554,0.08198449321871121,
Females,Less than 15 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Mental and behavioural disorders,Lithuania,108.0,196.0,199.0,211.0,268.0,321.0,334.0,0.0,0.2658330666797942,0.4942754829273213,0.509237934387635,0.5578026277526634,0.622445187662579,0.67916384563304,0.7823663067157013,
Males,Total,Mental and behavioural disorders,Lithuania,60.0,96.0,85.0,110.0,140.0,134.0,166.0,0.0,0.14768503704433014,0.24209411408685128,0.2175136905675828,0.29079757844925586,0.32515793385358605,0.28351387948544343,0.3888407392658874,
Total,Total,Mental and behavioural disorders,Lithuania,168.0,292.0,284.0,321.0,408.0,455.0,500.0,0.0,0.4135181037241244,0.7363695970141726,0.7267516249552177,0.8486002062019193,0.947603121516165,0.9626777251184835,1.1712070459815886,
Females,65 years or over,Total,Lithuania,17879.0,18159.0,17856.0,17199.0,19334.0,21542.0,19625.0,,44.00767962192631,45.79361476774096,45.69322892676186,45.46752319771591,44.90431066518023,45.578029790115096,45.96987655477736,
Males,65 years or over,Total,Lithuania,12748.0,12676.0,12565.0,12126.0,14069.0,15298.0,13920.0,,31.378147537352007,31.966510314217985,32.15364143507856,32.056467602506146,32.676049795615015,32.36712931618145,32.606404160127425,
Total,65 years or over,Total,Lithuania,30627.0,30835.0,30421.0,29325.0,33403.0,36840.0,33545.0,,75.3858271592783,77.76012508195895,77.84687036184043,77.52399080022207,77.58036046079523,77.94515910629654,78.57628071490478,
Females,From 15 to 29 years,Total,Lithuania,76.0,86.0,84.0,73.0,68.0,72.0,73.0,,0.18706771358948482,0.21687597720280427,0.21495470597267005,0.1929838475163243,0.1579338535860275,0.15233581584292485,0.17099622871331194,
Males,From 15 to 29 years,Total,Lithuania,304.0,269.0,263.0,244.0,214.0,219.0,181.0,,0.7482708543579393,0.6783678821808645,0.6730129484620502,0.6450419012874402,0.4970271274619101,0.46335477318889645,0.4239769506453351,
Total,From 15 to 29 years,Total,Lithuania,380.0,355.0,347.0,317.0,282.0,291.0,254.0,,0.9353385679474241,0.8952438593836687,0.8879676544347203,0.8380257488037646,0.6549609810479375,0.6156905890318212,0.594973179358647,
Females,From 30 to 44 years,Total,Lithuania,,,0.0,267.0,269.0,350.0,291.0,,,,0.0,0.70584503132683,0.6247677443329617,0.740521327014218,0.6816425007612846,
Males,From 30 to 44 years,Total,Lithuania,,,0.0,822.0,917.0,981.0,877.0,,,,0.0,2.1730509953208026,2.1297844667409884,2.075575490859851,2.0542971586517065,
Total,From 30 to 44 years,Total,Lithuania,,,0.0,1089.0,1186.0,1332.0,1168.0,,,,0.0,2.8788960266476327,2.75455221107395,2.8182125930941098,2.735939659412991,
Females,From 45 to 64 years,Total,Lithuania,,,0.0,2020.0,2346.0,2648.0,2275.0,,,,0.0,5.340100986068153,5.448717948717949,5.602572782667569,5.328992059216228,
Males,From 45 to 64 years,Total,Lithuania,,,0.0,4936.0,5719.0,6023.0,5344.0,,,,0.0,13.04888042932297,13.282701597918988,12.743314150304672,12.51786090745122,
Total,From 45 to 64 years,Total,Lithuania,,,0.0,6956.0,8065.0,8671.0,7619.0,,,,0.0,18.38898141539112,18.73141954663694,18.345886932972242,17.84685296666745,
Females,Less than 15 years,Total,Lithuania,93.0,59.0,67.0,56.0,48.0,53.0,48.0,,0.2289118074187117,0.14878700761587735,0.17145196785915348,0.14804240357416662,0.11148272017837235,0.11213608666215301,0.11243587641423251,
Males,Less than 15 years,Total,Lithuania,104.0,90.0,87.0,84.0,72.0,77.0,57.0,,0.2559873975435055,0.22696323195642307,0.22263165975740826,0.22206360536124992,0.16722408026755853,0.16291469194312796,0.1335176032419011,
Total,Less than 15 years,Total,Lithuania,197.0,149.0,154.0,140.0,120.0,130.0,105.0,,0.4848992049622173,0.3757502395723004,0.3940836276165618,0.3701060089354165,0.2787068004459309,0.275050778605281,0.24595347965613362,
Females,Total,Total,Lithuania,20611.0,20668.0,20376.0,19615.0,22065.0,24665.0,22312.0,,50.732271642011476,52.12084531194835,52.14187010594197,51.85449546620139,51.24721293199555,52.18559580230197,52.263943219882414,
Males,Total,Total,Lithuania,20016.0,18986.0,18702.0,18212.0,20991.0,22598.0,20379.0,,49.267728357988524,47.87915468805164,47.85812989405804,48.14550453379861,48.75278706800446,47.81228842247799,47.73605678011759,
Total,Total,Total,Lithuania,40627.0,39654.0,39078.0,37827.0,43056.0,47264.0,42691.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
Females,65 years or over,Use of alcohol,Lithuania,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0024614172840721686,0.0,0.0,0.0,0.0,0.0,0.0023424140919631772,
Males,65 years or over,Use of alcohol,Lithuania,6.0,4.0,6.0,6.0,6.0,4.0,4.0,,0.014768503704433014,0.010087254753618803,0.015353907569476431,0.015861686097232135,0.013935340022296544,0.008463100880162491,0.009369656367852709,
Total,65 years or over,Use of alcohol,Lithuania,7.0,4.0,6.0,6.0,6.0,4.0,5.0,,0.01722992098850518,0.010087254753618803,0.015353907569476431,0.015861686097232135,0.013935340022296544,0.008463100880162491,0.011712070459815887,
Females,From 15 to 29 years,Use of alcohol,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Use of alcohol,Lithuania,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.004922834568144337,0.0,0.0,0.0,0.0,0.0,0.0,
Total,From 15 to 29 years,Use of alcohol,Lithuania,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.004922834568144337,0.0,0.0,0.0,0.0,0.0,0.0,
Females,From 30 to 44 years,Use of alcohol,Lithuania,,,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0026436143495386895,0.0,0.0,0.0,
Males,From 30 to 44 years,Use of alcohol,Lithuania,,,0.0,4.0,1.0,2.0,4.0,,,,0.0,0.010574457398154758,0.0023225566703827575,0.0042315504400812455,0.009369656367852709,
Total,From 30 to 44 years,Use of alcohol,Lithuania,,,0.0,5.0,1.0,2.0,4.0,,,,0.0,0.013218071747693447,0.0023225566703827575,0.0042315504400812455,0.009369656367852709,
Females,From 45 to 64 years,Use of alcohol,Lithuania,,,0.0,1.0,4.0,4.0,1.0,,,,0.0,0.0026436143495386895,0.00929022668153103,0.008463100880162491,0.0023424140919631772,
Males,From 45 to 64 years,Use of alcohol,Lithuania,,,0.0,11.0,8.0,11.0,7.0,,,,0.0,0.029079757844925582,0.01858045336306206,0.02327352742044685,0.01639689864374224,
Total,From 45 to 64 years,Use of alcohol,Lithuania,,,0.0,12.0,12.0,15.0,8.0,,,,0.0,0.03172337219446427,0.027870680044593088,0.03173662830060934,0.018739312735705418,
Females,Less than 15 years,Use of alcohol,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Use of alcohol,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Use of alcohol,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Use of alcohol,Lithuania,2.0,3.0,1.0,2.0,4.0,4.0,2.0,,0.004922834568144337,0.007565441065214102,0.0025589845949127387,0.005287228699077379,0.00929022668153103,0.008463100880162491,0.0046848281839263544,
Males,Total,Use of alcohol,Lithuania,23.0,15.0,13.0,21.0,15.0,17.0,15.0,,0.05661259753365988,0.037827205326070514,0.0332667997338656,0.05551590134031248,0.03483835005574136,0.03596817874069059,0.03513621137944766,
Total,Total,Use of alcohol,Lithuania,25.0,18.0,14.0,23.0,19.0,21.0,17.0,,0.06153543210180421,0.04539264639128461,0.035825784328778344,0.060803130039389856,0.044128576737272385,0.04443127962085308,0.03982103956337402,
Females,65 years or over,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,209.0,191.0,88.0,0.0,0.0,0.0,0.0,0.0,4.708267627844109,4.402950668510835,2.054634601914546,
Males,65 years or over,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,236.0,189.0,119.0,0.0,0.0,0.0,0.0,0.0,5.316512728091912,4.356846473029045,2.7784263366798974,
Total,65 years or over,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,445.0,380.0,207.0,0.0,0.0,0.0,0.0,0.0,10.024780355936022,8.75979714153988,4.833060938594444,
Females,From 15 to 29 years,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04610419548178884,0.0,
Males,From 15 to 29 years,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,From 15 to 29 years,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04610419548178884,0.0,
Females,From 30 to 44 years,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04610419548178884,0.0,
Males,From 30 to 44 years,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022527596305474205,0.11526048870447211,0.0,
Total,From 30 to 44 years,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022527596305474205,0.16136468418626093,0.0,
