worktime,sector,sex,level,country,2005,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - academic,Slovakia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - academic,Türkiye,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - academic,United Kingdom,,,,,844079.0,842180.0,868362.0,890127.0,906452.0,946044.0,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Albania,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Austria,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Bosnia and Herzegovina,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Belgium,,,,79588.0,79410.0,79994.0,81216.0,85805.0,80954.0,79807.0,79256.0,81663.0,80954.0
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Bulgaria,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Switzerland,,,,7134.0,7301.0,6888.0,6640.0,7242.0,7315.0,7273.0,7561.0,7839.0,7706.0
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Cyprus,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Czechia,,,,5833.0,5400.0,5207.0,4836.0,4392.0,4045.0,4120.0,4417.0,4895.0,5783.0
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Germany,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Denmark,,,,3346.0,3526.0,3697.0,3356.0,1433.0,1401.0,168.0,169.0,165.0,210.0
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Estonia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Greece,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Spain,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Finland,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,France,,,,1059.0,1102.0,1231.0,1217.0,1266.0,998.0,731.0,1653.0,2487.0,3288.0
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Croatia,,,,0.0,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Hungary,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Ireland,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Iceland,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Italy,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Liechtenstein,,,,,,,,,,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Lithuania,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Luxembourg,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Latvia,,,,17403.0,15479.0,13392.0,13354.0,13016.0,12385.0,11249.0,10677.0,9897.0,9823.0
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Montenegro,,,,,,,,0.0,0.0,0.0,0.0,0.0,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,North Macedonia,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Malta,,,,,,,,,,,,0.0,0.0
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Netherlands,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Norway,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Poland,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Portugal,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Romania,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Serbia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Sweden,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Slovenia,,,,1837.0,1692.0,1515.0,1449.0,1387.0,1391.0,1510.0,1602.0,1856.0,1994.0
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Slovakia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,Türkiye,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Bachelor's or equivalent level - professional,United Kingdom,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level,Albania,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level,Austria,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level,Bosnia and Herzegovina,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Belgium,,,,27676.0,29886.0,31965.0,31385.0,36895.0,33085.0,34829.0,37184.0,39636.0,41485.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Bulgaria,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level,Switzerland,,,,403.0,410.0,347.0,393.0,433.0,817.0,914.0,999.0,1139.0,1316.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Cyprus,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level,Czechia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level,Germany,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level,Denmark,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Estonia,,,,10338.0,9917.0,9535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Greece,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level,Spain,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Finland,,,,3258.0,3738.0,5092.0,6503.0,7134.0,7969.0,8733.0,9374.0,10606.0,12231.0
Total,Private government dependant institutions,Females,Master's or equivalent level,France,,,,84.0,119.0,128.0,123.0,140.0,1680.0,1212.0,1315.0,1373.0,1411.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Croatia,,,,0.0,,,,,,,,0.0,
Total,Private government dependant institutions,Females,Master's or equivalent level,Hungary,,,,5174.0,4374.0,4467.0,4689.0,5042.0,5021.0,5083.0,5071.0,5327.0,6282.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Ireland,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Iceland,,,,402.0,425.0,503.0,561.0,549.0,530.0,615.0,631.0,739.0,757.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Italy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Liechtenstein,,,,69.0,71.0,76.0,90.0,99.0,90.0,95.0,103.0,122.0,119.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Lithuania,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level,Luxembourg,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Latvia,,,,6601.0,6686.0,9720.0,9858.0,9846.0,10220.0,9803.0,9900.0,10111.0,9806.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Montenegro,,,,,,,,0.0,0.0,0.0,0.0,0.0,
Total,Private government dependant institutions,Females,Master's or equivalent level,North Macedonia,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Malta,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Netherlands,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level,Norway,,,,838.0,897.0,958.0,1048.0,1116.0,1291.0,1434.0,1859.0,2183.0,2468.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Poland,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level,Portugal,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Romania,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Private government dependant institutions,Females,Master's or equivalent level,Serbia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level,Sweden,,,,4658.0,4631.0,4556.0,4621.0,4677.0,4879.0,4565.0,4606.0,5201.0,5312.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Slovenia,,,,905.0,834.0,778.0,678.0,745.0,799.0,788.0,824.0,929.0,927.0
Total,Private government dependant institutions,Females,Master's or equivalent level,Slovakia,,,,0.0,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level,Türkiye,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level,United Kingdom,,,,244718.0,245986.0,246826.0,247060.0,260472.0,273043.0,295667.0,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Albania,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Austria,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Bosnia and Herzegovina,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Belgium,,,,27676.0,29886.0,31965.0,31385.0,36895.0,33085.0,34829.0,37184.0,39636.0,41485.0
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Bulgaria,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Switzerland,,,,108.0,124.0,136.0,162.0,179.0,575.0,656.0,722.0,840.0,1023.0
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Cyprus,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Czechia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Germany,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Denmark,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Estonia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Greece,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Spain,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Finland,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,France,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Croatia,,,,0.0,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Hungary,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Ireland,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Iceland,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Italy,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Liechtenstein,,,,69.0,71.0,76.0,90.0,99.0,90.0,95.0,103.0,122.0,119.0
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Lithuania,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Luxembourg,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Latvia,,,,2930.0,2816.0,2840.0,2720.0,2540.0,2399.0,2291.0,2350.0,2589.0,2684.0
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Montenegro,,,,,,,,0.0,0.0,0.0,0.0,0.0,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,North Macedonia,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Malta,,,,,,,,,,,,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Netherlands,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Norway,,,,838.0,897.0,958.0,1048.0,1116.0,1291.0,1434.0,1859.0,2183.0,2468.0
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Poland,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Portugal,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Romania,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Serbia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Sweden,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Slovenia,,,,0.0,0.0,0.0,0.0,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Slovakia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,Türkiye,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - academic,United Kingdom,,,,,245986.0,246826.0,247060.0,260472.0,273043.0,295667.0,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Albania,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Austria,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Bosnia and Herzegovina,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Belgium,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Bulgaria,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Switzerland,,,,295.0,286.0,211.0,231.0,254.0,242.0,258.0,277.0,299.0,293.0
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Cyprus,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Czechia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Germany,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Denmark,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Estonia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Greece,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Spain,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Finland,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,France,,,,84.0,119.0,128.0,123.0,140.0,1680.0,1212.0,1315.0,1373.0,1411.0
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Croatia,,,,0.0,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Hungary,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Ireland,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Iceland,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Italy,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Liechtenstein,,,,,,,,,,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Lithuania,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Luxembourg,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Latvia,,,,3671.0,3870.0,6880.0,7138.0,7306.0,7821.0,7512.0,7550.0,7522.0,7122.0
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Montenegro,,,,,,,,0.0,0.0,0.0,0.0,0.0,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,North Macedonia,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Malta,,,,,,,,,,,,0.0,0.0
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Netherlands,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Norway,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Poland,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Portugal,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Romania,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Serbia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Sweden,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Slovenia,,,,0.0,0.0,0.0,0.0,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Slovakia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,Türkiye,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Master's or equivalent level - professional,United Kingdom,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Albania,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Austria,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Bosnia and Herzegovina,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Belgium,,,,2715.0,3032.0,3262.0,3294.0,4476.0,3486.0,3447.0,3481.0,3657.0,3764.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Bulgaria,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Switzerland,,,,0.0,0.0,0.0,0.0,0.0,166.0,162.0,167.0,172.0,181.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Cyprus,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Czechia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Germany,,,,,,0.0,0.0,0.0,0.0,0.0,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Denmark,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Estonia,,,,1759.0,1689.0,1639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Greece,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Spain,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,European Union - 27 countries (from 2020),,,,,,6914.0,5349.0,6561.0,5483.0,5358.0,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,European Union - 28 countries (2013-2020),,,,,,60364.0,59314.0,60773.0,59534.0,60354.0,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Finland,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,France,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Croatia,,,,0.0,,,,,,,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Hungary,,,,172.0,147.0,166.0,176.0,178.0,169.0,184.0,213.0,200.0,276.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Ireland,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Iceland,,,,7.0,8.0,9.0,5.0,9.0,8.0,16.0,19.0,29.0,34.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Italy,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Liechtenstein,,,,7.0,10.0,10.0,16.0,17.0,20.0,39.0,45.0,10.0,12.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Lithuania,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Luxembourg,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Latvia,,,,1324.0,1262.0,1228.0,1258.0,1264.0,1180.0,1091.0,1041.0,995.0,978.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Montenegro,,,,,,,,0.0,0.0,0.0,0.0,0.0,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,North Macedonia,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Malta,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Netherlands,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Norway,,,,32.0,28.0,25.0,41.0,45.0,51.0,62.0,71.0,80.0,86.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Poland,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Portugal,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Romania,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Serbia,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Sweden,,,,571.0,572.0,570.0,576.0,569.0,569.0,553.0,580.0,586.0,571.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Slovenia,,,,72.0,57.0,49.0,45.0,74.0,79.0,83.0,101.0,116.0,108.0
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Slovakia,,,,0.0,,,,,,,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,Türkiye,,,,,,,,,,,,,
Total,Private government dependant institutions,Females,Doctoral or equivalent level,United Kingdom,,,,51097.0,52324.0,53450.0,53965.0,54212.0,54051.0,54996.0,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Albania,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Austria,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Bosnia and Herzegovina,,,,,,,,,,,,,0.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Belgium,,,,5078.0,4667.0,4556.0,4575.0,4513.0,4739.0,4415.0,4421.0,5405.0,5708.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Bulgaria,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Switzerland,,,,826.0,774.0,815.0,627.0,636.0,666.0,583.0,570.0,398.0,373.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Cyprus,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Czechia,,,,35.0,48.0,54.0,46.0,48.0,44.0,46.0,40.0,44.0,51.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Germany,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Denmark,,,,114.0,422.0,455.0,278.0,46.0,45.0,44.0,47.0,54.0,58.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Estonia,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Greece,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Spain,,,,24924.0,24246.0,23865.0,22551.0,24959.0,26160.0,26004.0,27137.0,28723.0,28704.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Finland,,,,0.0,0.0,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,France,,,,29056.0,29514.0,29366.0,30391.0,30898.0,24851.0,26290.0,26967.0,27920.0,26865.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Croatia,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Hungary,,,,7134.0,375.0,117.0,131.0,134.0,113.0,188.0,159.0,178.0,431.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Ireland,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Iceland,,,,157.0,170.0,155.0,137.0,133.0,111.0,77.0,89.0,105.0,96.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Italy,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Liechtenstein,,,,,,,,,,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Lithuania,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Luxembourg,,,,0.0,0.0,0.0,0.0,0.0,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Latvia,,,,1206.0,1196.0,1142.0,1284.0,1332.0,1261.0,1233.0,1145.0,1222.0,1206.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Montenegro,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,North Macedonia,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Malta,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Netherlands,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Norway,,,,2109.0,2192.0,2184.0,1570.0,1278.0,1269.0,1841.0,1414.0,1874.0,2153.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Poland,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Portugal,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Romania,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Serbia,,,,,,,,,,,,,
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Sweden,,,,6943.0,6951.0,7138.0,7510.0,8060.0,7873.0,8710.0,10890.0,13862.0,15595.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Slovenia,,,,243.0,214.0,271.0,267.0,263.0,249.0,274.0,277.0,272.0,252.0
Total,Private government dependant institutions,Males,Short-cycle tertiary education,Slovakia,,,,212.0,261.0,275.0,307.0,338.0,330.0,303.0,282.0,281.0,294.0
