sex,age,icd10,resid,country,2016,2017,2018,2019,2020,2021,2022,2023
Males,From 30 to 44 years,Total,All deaths reported in the country,Austria,,,0.0,902.0,918.0,981.0,997.0,995.0
Males,From 30 to 44 years,Total,All deaths reported in the country,Belgium,,,0.0,1253.0,1264.0,1313.0,1323.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Bulgaria,,,0.0,1600.0,1833.0,2068.0,1587.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Switzerland,,,0.0,0.0,628.0,683.0,733.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Cyprus,,,0.0,86.0,81.0,99.0,93.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Czechia,,,0.0,1712.0,1814.0,1968.0,1872.0,1768.0
Males,From 30 to 44 years,Total,All deaths reported in the country,Germany,,,0.0,0.0,8525.0,8745.0,9116.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Denmark,,,0.0,422.0,455.0,402.0,482.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Estonia,,,0.0,254.0,319.0,345.0,370.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Greece,,,0.0,1301.0,1240.0,1471.0,1339.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Spain,,,0.0,4008.0,4371.0,4260.0,4248.0,3998.0
Males,From 30 to 44 years,Total,All deaths reported in the country,European Union - 27 countries (from 2020),,,8468.0,34335.0,59247.0,62731.0,,
Males,From 30 to 44 years,Total,All deaths reported in the country,European Union - 28 countries (2013-2020),,,8468.0,,,,,
Males,From 30 to 44 years,Total,All deaths reported in the country,Finland,,,0.0,693.0,712.0,638.0,644.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,France,,,7845.0,7682.0,7669.0,8019.0,8226.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Metropolitan France,,,7476.0,7329.0,7311.0,7608.0,7849.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Croatia,,564.0,623.0,649.0,543.0,612.0,632.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Hungary,,,0.0,1716.0,1750.0,2199.0,1698.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Ireland,,,0.0,502.0,631.0,541.0,593.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Iceland,,,0.0,39.0,44.0,39.0,45.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Italy,,,0.0,4716.0,4826.0,4932.0,4696.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Liechtenstein,,,0.0,0.0,0.0,,,5.0
Males,From 30 to 44 years,Total,All deaths reported in the country,Lithuania,,,0.0,822.0,917.0,981.0,877.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Luxembourg,,,0.0,50.0,60.0,54.0,42.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Latvia,,,0.0,0.0,628.0,800.0,,
Males,From 30 to 44 years,Total,All deaths reported in the country,Malta,,,0.0,44.0,59.0,60.0,55.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Netherlands,,,0.0,0.0,1397.0,1397.0,1431.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Norway,,,0.0,0.0,466.0,409.0,,
Males,From 30 to 44 years,Total,All deaths reported in the country,Poland,,,0.0,0.0,11051.0,12021.0,10784.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Portugal,,,0.0,0.0,1202.0,1131.0,,
Males,From 30 to 44 years,Total,All deaths reported in the country,Romania,,,0.0,4632.0,4804.0,5238.0,,
Males,From 30 to 44 years,Total,All deaths reported in the country,Serbia,,,0.0,1230.0,1429.0,1647.0,1215.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Sweden,,,0.0,0.0,824.0,840.0,893.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Slovenia,,,0.0,248.0,229.0,249.0,249.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,Slovakia,,,0.0,1043.0,1125.0,1367.0,1173.0,1111.0
Males,From 30 to 44 years,Total,All deaths reported in the country,Türkiye,,,0.0,0.0,10539.0,12488.0,10928.0,
Males,From 30 to 44 years,Total,All deaths reported in the country,United Kingdom,,,0.0,,,,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Austria,,,,818.0,840.0,913.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Belgium,,,,1179.0,1216.0,1235.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Bulgaria,,,,1594.0,1832.0,2066.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Switzerland,,,,22.0,598.0,614.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Cyprus,,,0.0,85.0,79.0,94.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Czechia,,,,1588.0,1726.0,1843.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Germany,,,10.0,61.0,8317.0,8623.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Denmark,,,,418.0,454.0,405.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Estonia,,,0.0,256.0,318.0,349.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Greece,,,,1242.0,1209.0,1430.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Spain,,,,3863.0,4293.0,4165.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,European Union - 27 countries (from 2020),,,8383.0,33587.0,58413.0,61744.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,European Union - 28 countries (2013-2020),,,8394.0,,,,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Finland,,,,676.0,703.0,634.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,France,,,7703.0,7548.0,7579.0,7914.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Croatia,,,587.0,613.0,525.0,590.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Hungary,,,,1699.0,1730.0,2151.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Ireland,,,0.0,502.0,638.0,537.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Iceland,,,0.0,40.0,45.0,40.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Italy,,,,4395.0,4578.0,4677.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Liechtenstein,,,0.0,,,,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Lithuania,,,,813.0,919.0,966.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Luxembourg,,,,42.0,54.0,49.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Latvia,,,,,648.0,808.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Malta,,,0.0,43.0,57.0,55.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Netherlands,,,,20.0,1274.0,1270.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Norway,,,,,447.0,395.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Poland,,,,77.0,11104.0,12030.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Portugal,,,,,1193.0,1128.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Romania,,,8.0,4706.0,4914.0,5343.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Serbia,,,4.0,1249.0,1440.0,1668.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Sweden,,,,4.0,829.0,802.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Slovenia,,,4.0,249.0,231.0,247.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Slovakia,,,,1077.0,1153.0,1420.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,Türkiye,,,,,10547.0,12504.0,,
Males,From 30 to 44 years,Total,All deaths of residents in or outside their home country,United Kingdom,,,11.0,,,,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Austria,,,0.0,31.0,33.0,32.0,39.0,31.0
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Belgium,,,0.0,11.0,10.0,16.0,11.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Bulgaria,,,0.0,1.0,0.0,0.0,1.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Switzerland,,,0.0,0.0,6.0,14.0,17.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Cyprus,,,0.0,2.0,0.0,1.0,0.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Czechia,,,0.0,1.0,0.0,1.0,2.0,1.0
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Germany,,,0.0,0.0,211.0,193.0,185.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Denmark,,,0.0,3.0,10.0,5.0,1.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Estonia,,,0.0,0.0,0.0,0.0,1.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Greece,,,0.0,7.0,5.0,10.0,17.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Spain,,,0.0,6.0,7.0,6.0,8.0,9.0
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,European Union - 27 countries (from 2020),,,90.0,252.0,455.0,463.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,European Union - 28 countries (2013-2020),,,90.0,,,,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Finland,,,0.0,15.0,15.0,16.0,19.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,France,,,80.0,110.0,74.0,89.0,80.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Metropolitan France,,,78.0,106.0,72.0,88.0,80.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Croatia,,9.0,10.0,14.0,17.0,10.0,10.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Hungary,,,0.0,1.0,2.0,1.0,0.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Ireland,,,0.0,0.0,1.0,3.0,8.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Iceland,,,0.0,2.0,1.0,1.0,1.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Italy,,,0.0,37.0,26.0,40.0,35.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Liechtenstein,,,0.0,0.0,0.0,0.0,0.0,1.0
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Lithuania,,,0.0,0.0,2.0,0.0,3.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Luxembourg,,,0.0,2.0,0.0,0.0,2.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Latvia,,,0.0,0.0,3.0,2.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Malta,,,0.0,1.0,2.0,0.0,0.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Netherlands,,,0.0,0.0,13.0,12.0,19.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Norway,,,0.0,0.0,5.0,3.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Poland,,,0.0,0.0,3.0,6.0,11.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Portugal,,,0.0,0.0,4.0,1.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Romania,,,0.0,4.0,2.0,6.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Serbia,,,0.0,12.0,13.0,18.0,15.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Sweden,,,0.0,0.0,2.0,2.0,2.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Slovenia,,,0.0,5.0,9.0,11.0,12.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Slovakia,,,0.0,1.0,4.0,0.0,0.0,0.0
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Türkiye,,,0.0,0.0,1.0,3.0,4.0,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,United Kingdom,,,0.0,,,,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Austria,,,0.0,31.0,31.0,30.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Belgium,,,0.0,11.0,9.0,16.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Bulgaria,,,0.0,1.0,0.0,0.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Switzerland,,,0.0,0.0,6.0,14.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Cyprus,,,0.0,2.0,0.0,1.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Czechia,,,0.0,1.0,0.0,1.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Germany,,,0.0,1.0,211.0,192.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Denmark,,,0.0,3.0,10.0,5.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Estonia,,,0.0,0.0,0.0,0.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Greece,,,0.0,7.0,5.0,10.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Spain,,,0.0,6.0,7.0,6.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,European Union - 27 countries (from 2020),,,90.0,249.0,450.0,457.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,European Union - 28 countries (2013-2020),,,90.0,,,,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Finland,,,0.0,15.0,15.0,16.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,France,,,78.0,110.0,74.0,88.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Croatia,,,10.0,14.0,17.0,10.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Hungary,,,0.0,1.0,2.0,1.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Ireland,,,0.0,0.0,1.0,3.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Iceland,,,0.0,2.0,1.0,1.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Italy,,,1.0,35.0,27.0,40.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Liechtenstein,,,0.0,0.0,0.0,0.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Lithuania,,,0.0,0.0,2.0,0.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Luxembourg,,,0.0,2.0,0.0,0.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Latvia,,,0.0,0.0,3.0,2.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Malta,,,0.0,1.0,2.0,0.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Netherlands,,,0.0,0.0,11.0,10.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Norway,,,0.0,0.0,4.0,3.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Poland,,,1.0,0.0,3.0,6.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Portugal,,,0.0,0.0,4.0,1.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Romania,,,0.0,3.0,2.0,6.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Serbia,,,0.0,13.0,13.0,18.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Sweden,,,0.0,0.0,2.0,2.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Slovenia,,,0.0,4.0,8.0,11.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Slovakia,,,0.0,1.0,4.0,0.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Türkiye,,,0.0,0.0,1.0,4.0,,
Males,From 30 to 44 years,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,United Kingdom,,,0.0,,,,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Austria,,,,,15.0,33.0,21.0,7.0
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Belgium,,,,,41.0,48.0,13.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Bulgaria,,,,,140.0,431.0,76.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Switzerland,,,,,8.0,12.0,12.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Cyprus,,,,,0.0,11.0,2.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Czechia,,,,,39.0,155.0,32.0,4.0
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Germany,,,,,85.0,431.0,167.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Denmark,,,,,2.0,8.0,3.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Estonia,,,,,1.0,14.0,5.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Greece,,,,,40.0,165.0,84.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Spain,,,,,181.0,221.0,105.0,17.0
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,European Union - 27 countries (from 2020),,,,,1814.0,4710.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Finland,,,,,5.0,11.0,16.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,France,,,,,156.0,218.0,107.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Metropolitan France,,,,,150.0,178.0,98.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Croatia,,,,,18.0,58.0,13.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Hungary,,,,,68.0,443.0,72.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Ireland,,,,,7.0,16.0,9.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Iceland,,,,,0.0,0.0,0.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Italy,,,,,209.0,248.0,170.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Liechtenstein,,,,,0.0,0.0,0.0,0.0
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Lithuania,,,,,14.0,78.0,24.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Luxembourg,,,,,1.0,3.0,0.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Latvia,,,,,5.0,42.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Malta,,,,,0.0,3.0,1.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Netherlands,,,,,35.0,47.0,28.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Norway,,,,,1.0,9.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Poland,,,,,416.0,1185.0,292.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Portugal,,,,,24.0,59.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Romania,,,,,251.0,566.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Serbia,,,,,126.0,336.0,30.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Sweden,,,,,22.0,22.0,12.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Slovenia,,,,,7.0,9.0,8.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Slovakia,,,,,32.0,185.0,20.0,4.0
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths reported in the country,Türkiye,,,,,473.0,1366.0,176.0,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Austria,,,,,15.0,32.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Belgium,,,,,39.0,45.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Bulgaria,,,,,139.0,430.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Switzerland,,,,,8.0,12.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Cyprus,,,,,0.0,11.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Czechia,,,,,39.0,150.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Germany,,,,,84.0,430.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Denmark,,,,,2.0,8.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Estonia,,,,,1.0,13.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Greece,,,,,39.0,164.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Spain,,,,,180.0,216.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,European Union - 27 countries (from 2020),,,,,1803.0,4671.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Finland,,,,,5.0,12.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,France,,,,,157.0,217.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Croatia,,,,,18.0,57.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Hungary,,,,,67.0,440.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Ireland,,,,,7.0,18.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Iceland,,,,,0.0,0.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Italy,,,,,205.0,237.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Liechtenstein,,,,,0.0,0.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Lithuania,,,,,15.0,76.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Luxembourg,,,,,1.0,2.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Latvia,,,,,5.0,42.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Malta,,,,,0.0,3.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Netherlands,,,,,34.0,40.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Norway,,,,,1.0,10.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Poland,,,,,415.0,1176.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Portugal,,,,,24.0,58.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Romania,,,,,252.0,576.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Serbia,,,,,126.0,339.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Sweden,,,,,22.0,21.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Slovenia,,,,,6.0,9.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Slovakia,,,,,32.0,188.0,,
Males,From 30 to 44 years,"COVID-19, virus identified",All deaths of residents in or outside their home country,Türkiye,,,,,473.0,1367.0,,
Males,From 30 to 44 years,"COVID-19, virus not identified",All deaths reported in the country,Austria,,,,,0.0,0.0,0.0,0.0
