unit,sector,cofog99,country,2018,2019,2020,2021,2022
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Finland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,France,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Croatia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Hungary,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Ireland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Iceland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Italy,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Lithuania,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Luxembourg,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Latvia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Malta,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Netherlands,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Norway,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Poland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Portugal,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Romania,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Sweden,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Slovenia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Broadcasting and publishing services,Slovakia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Education,Austria,4.0,4.0,5.0,4.0,4.0
Percentage of gross domestic product (GDP),General government,Education,Belgium,6.0,6.0,6.0,6.0,6.0
Percentage of gross domestic product (GDP),General government,Education,Bulgaria,3.0,3.0,3.0,4.0,3.0
Percentage of gross domestic product (GDP),General government,Education,Switzerland,5.0,5.0,5.0,5.0,5.0
Percentage of gross domestic product (GDP),General government,Education,Cyprus,5.0,5.0,5.0,5.0,5.0
Percentage of gross domestic product (GDP),General government,Education,Czechia,4.0,4.0,5.0,5.0,4.0
Percentage of gross domestic product (GDP),General government,Education,Germany,4.0,4.0,4.0,4.0,4.0
Percentage of gross domestic product (GDP),General government,Education,Denmark,6.0,6.0,6.0,5.0,5.0
Percentage of gross domestic product (GDP),General government,Education,Euro area - 19 countries  (2015-2022),4.0,4.0,4.0,4.0,4.0
Percentage of gross domestic product (GDP),General government,Education,Euro area – 20 countries (from 2023),4.0,4.0,4.0,4.0,4.0
Percentage of gross domestic product (GDP),General government,Education,Estonia,6.0,6.0,6.0,5.0,5.0
Percentage of gross domestic product (GDP),General government,Education,Greece,4.0,4.0,4.0,4.0,3.0
Percentage of gross domestic product (GDP),General government,Education,Spain,4.0,4.0,4.0,4.0,4.0
Percentage of gross domestic product (GDP),General government,Education,European Union - 27 countries (from 2020),4.0,4.0,5.0,4.0,4.0
Percentage of gross domestic product (GDP),General government,Education,Finland,5.0,5.0,5.0,5.0,5.0
Percentage of gross domestic product (GDP),General government,Education,France,5.0,5.0,5.0,5.0,5.0
Percentage of gross domestic product (GDP),General government,Education,Croatia,4.0,4.0,5.0,5.0,4.0
Percentage of gross domestic product (GDP),General government,Education,Hungary,5.0,4.0,4.0,5.0,5.0
Percentage of gross domestic product (GDP),General government,Education,Ireland,3.0,3.0,3.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Education,Iceland,7.0,7.0,8.0,7.0,7.0
Percentage of gross domestic product (GDP),General government,Education,Italy,3.0,3.0,4.0,4.0,4.0
Percentage of gross domestic product (GDP),General government,Education,Lithuania,4.0,4.0,5.0,4.0,4.0
Percentage of gross domestic product (GDP),General government,Education,Luxembourg,4.0,4.0,5.0,4.0,4.0
Percentage of gross domestic product (GDP),General government,Education,Latvia,5.0,5.0,5.0,5.0,5.0
Percentage of gross domestic product (GDP),General government,Education,Malta,4.0,5.0,5.0,5.0,5.0
Percentage of gross domestic product (GDP),General government,Education,Netherlands,5.0,5.0,5.0,5.0,5.0
Percentage of gross domestic product (GDP),General government,Education,Norway,5.0,5.0,5.0,4.0,3.0
Percentage of gross domestic product (GDP),General government,Education,Poland,5.0,5.0,5.0,4.0,4.0
Percentage of gross domestic product (GDP),General government,Education,Portugal,4.0,4.0,4.0,4.0,4.0
Percentage of gross domestic product (GDP),General government,Education,Romania,3.0,3.0,3.0,3.0,3.0
Percentage of gross domestic product (GDP),General government,Education,Sweden,7.0,7.0,7.0,7.0,7.0
Percentage of gross domestic product (GDP),General government,Education,Slovenia,5.0,5.0,5.0,5.0,5.0
Percentage of gross domestic product (GDP),General government,Education,Slovakia,3.0,4.0,4.0,4.0,4.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Austria,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Belgium,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Bulgaria,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Switzerland,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Cyprus,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Czechia,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Germany,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Denmark,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Euro area - 19 countries  (2015-2022),1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Euro area – 20 countries (from 2023),1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Estonia,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Greece,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Spain,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,European Union - 27 countries (from 2020),1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Finland,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,France,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Croatia,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Hungary,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Ireland,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Iceland,3.0,3.0,3.0,3.0,3.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Italy,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Lithuania,0.0,0.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Luxembourg,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Latvia,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Malta,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Netherlands,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Norway,2.0,2.0,2.0,2.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Poland,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Portugal,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Romania,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Sweden,4.0,4.0,5.0,4.0,4.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Slovenia,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Pre-primary and primary education,Slovakia,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Austria,2.0,2.0,2.0,2.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Belgium,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Secondary education,Bulgaria,1.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Secondary education,Switzerland,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Cyprus,1.0,1.0,2.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Czechia,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Secondary education,Germany,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Denmark,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Euro area - 19 countries  (2015-2022),1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Euro area – 20 countries (from 2023),1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Estonia,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Greece,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Spain,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,European Union - 27 countries (from 2020),1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Finland,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Secondary education,France,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Secondary education,Croatia,0.0,0.0,1.0,1.0,0.0
Percentage of gross domestic product (GDP),General government,Secondary education,Hungary,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Ireland,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Iceland,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Secondary education,Italy,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Lithuania,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Luxembourg,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Latvia,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Malta,1.0,1.0,2.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Netherlands,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Secondary education,Norway,1.0,1.0,1.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Secondary education,Poland,1.0,1.0,1.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Secondary education,Portugal,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Romania,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Sweden,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Secondary education,Slovenia,1.0,1.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Secondary education,Slovakia,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Austria,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Bulgaria,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Switzerland,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Cyprus,0.0,0.0,1.0,1.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Czechia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Germany,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Denmark,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Euro area - 19 countries  (2015-2022),0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Euro area – 20 countries (from 2023),0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Estonia,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Greece,1.0,0.0,1.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Finland,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Tertiary education,France,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Croatia,0.0,1.0,1.0,1.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Hungary,0.0,0.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Ireland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Iceland,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Italy,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Lithuania,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Luxembourg,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Latvia,0.0,0.0,0.0,1.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Malta,0.0,0.0,1.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Netherlands,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Norway,1.0,1.0,1.0,1.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Poland,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Portugal,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Romania,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Sweden,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Slovenia,0.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Tertiary education,Slovakia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Austria,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Bulgaria,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Cyprus,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Czechia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Germany,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Denmark,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Euro area - 19 countries  (2015-2022),0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Euro area – 20 countries (from 2023),0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Estonia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Greece,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Finland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,France,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Croatia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Hungary,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Ireland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Iceland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Italy,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Lithuania,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Luxembourg,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Latvia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Malta,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Netherlands,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Norway,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Poland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Portugal,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Romania,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Sweden,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Slovenia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Subsidiary services to education,Slovakia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Social protection,Austria,20.0,20.0,22.0,22.0,20.0
Percentage of gross domestic product (GDP),General government,Social protection,Belgium,19.0,19.0,22.0,20.0,20.0
Percentage of gross domestic product (GDP),General government,Social protection,Bulgaria,12.0,11.0,13.0,13.0,13.0
Percentage of gross domestic product (GDP),General government,Social protection,Switzerland,13.0,13.0,16.0,14.0,12.0
Percentage of gross domestic product (GDP),General government,Social protection,Cyprus,12.0,12.0,13.0,12.0,11.0
Percentage of gross domestic product (GDP),General government,Social protection,Czechia,12.0,12.0,14.0,13.0,13.0
Percentage of gross domestic product (GDP),General government,Social protection,Germany,19.0,19.0,21.0,20.0,20.0
Percentage of gross domestic product (GDP),General government,Social protection,Denmark,21.0,21.0,22.0,20.0,18.0
Percentage of gross domestic product (GDP),General government,Social protection,Euro area - 19 countries  (2015-2022),19.0,19.0,22.0,21.0,20.0
Percentage of gross domestic product (GDP),General government,Social protection,Euro area – 20 countries (from 2023),19.0,19.0,22.0,20.0,19.0
Percentage of gross domestic product (GDP),General government,Social protection,Estonia,12.0,13.0,14.0,13.0,12.0
Percentage of gross domestic product (GDP),General government,Social protection,Greece,20.0,20.0,23.0,20.0,19.0
Percentage of gross domestic product (GDP),General government,Social protection,Spain,16.0,17.0,22.0,20.0,18.0
Percentage of gross domestic product (GDP),General government,Social protection,European Union - 27 countries (from 2020),19.0,19.0,21.0,20.0,19.0
Percentage of gross domestic product (GDP),General government,Social protection,Finland,24.0,24.0,25.0,24.0,23.0
Percentage of gross domestic product (GDP),General government,Social protection,France,23.0,23.0,27.0,24.0,23.0
Percentage of gross domestic product (GDP),General government,Social protection,Croatia,13.0,13.0,15.0,13.0,12.0
Percentage of gross domestic product (GDP),General government,Social protection,Hungary,13.0,12.0,13.0,13.0,13.0
Percentage of gross domestic product (GDP),General government,Social protection,Ireland,8.0,8.0,9.0,8.0,7.0
Percentage of gross domestic product (GDP),General government,Social protection,Iceland,9.0,10.0,14.0,13.0,11.0
Percentage of gross domestic product (GDP),General government,Social protection,Italy,20.0,21.0,25.0,22.0,21.0
Percentage of gross domestic product (GDP),General government,Social protection,Lithuania,13.0,13.0,15.0,14.0,13.0
Percentage of gross domestic product (GDP),General government,Social protection,Luxembourg,18.0,18.0,20.0,18.0,19.0
Percentage of gross domestic product (GDP),General government,Social protection,Latvia,11.0,12.0,13.0,13.0,13.0
Percentage of gross domestic product (GDP),General government,Social protection,Malta,10.0,10.0,11.0,10.0,10.0
Percentage of gross domestic product (GDP),General government,Social protection,Netherlands,15.0,15.0,17.0,16.0,15.0
Percentage of gross domestic product (GDP),General government,Social protection,Norway,18.0,19.0,21.0,18.0,14.0
Percentage of gross domestic product (GDP),General government,Social protection,Poland,16.0,16.0,18.0,17.0,16.0
Percentage of gross domestic product (GDP),General government,Social protection,Portugal,16.0,16.0,18.0,18.0,17.0
Percentage of gross domestic product (GDP),General government,Social protection,Romania,11.0,11.0,13.0,13.0,13.0
Percentage of gross domestic product (GDP),General government,Social protection,Sweden,20.0,19.0,20.0,19.0,18.0
Percentage of gross domestic product (GDP),General government,Social protection,Slovenia,16.0,16.0,18.0,17.0,17.0
Percentage of gross domestic product (GDP),General government,Social protection,Slovakia,14.0,14.0,15.0,15.0,15.0
Percentage of gross domestic product (GDP),General government,Family and children,Austria,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Family and children,Belgium,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Family and children,Bulgaria,1.0,1.0,1.0,1.0,2.0
Percentage of gross domestic product (GDP),General government,Family and children,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Family and children,Cyprus,2.0,2.0,2.0,2.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,Czechia,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,Germany,1.0,1.0,2.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,Denmark,4.0,4.0,4.0,4.0,3.0
Percentage of gross domestic product (GDP),General government,Family and children,Euro area - 19 countries  (2015-2022),1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,Euro area – 20 countries (from 2023),1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,Estonia,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Family and children,Greece,0.0,0.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,Spain,0.0,0.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,European Union - 27 countries (from 2020),1.0,1.0,2.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,Finland,3.0,3.0,3.0,3.0,2.0
Percentage of gross domestic product (GDP),General government,Family and children,France,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Family and children,Croatia,2.0,2.0,2.0,2.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,Hungary,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Family and children,Ireland,1.0,1.0,1.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Family and children,Iceland,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Family and children,Italy,1.0,0.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,Lithuania,1.0,1.0,2.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,Luxembourg,3.0,3.0,3.0,3.0,3.0
Percentage of gross domestic product (GDP),General government,Family and children,Latvia,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,Malta,0.0,0.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,Netherlands,1.0,1.0,2.0,2.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,Norway,3.0,3.0,3.0,3.0,2.0
Percentage of gross domestic product (GDP),General government,Family and children,Poland,2.0,2.0,3.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Family and children,Portugal,1.0,1.0,1.0,1.0,2.0
Percentage of gross domestic product (GDP),General government,Family and children,Romania,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Family and children,Sweden,2.0,2.0,2.0,2.0,2.0
Percentage of gross domestic product (GDP),General government,Family and children,Slovenia,1.0,1.0,2.0,1.0,2.0
Percentage of gross domestic product (GDP),General government,Family and children,Slovakia,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,Austria,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,Belgium,1.0,1.0,3.0,2.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,Bulgaria,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Switzerland,1.0,1.0,3.0,2.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,Cyprus,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Czechia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Germany,1.0,1.0,2.0,2.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,Denmark,2.0,1.0,2.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,Euro area - 19 countries  (2015-2022),1.0,1.0,2.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,Euro area – 20 countries (from 2023),1.0,1.0,2.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,Estonia,0.0,0.0,1.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Greece,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Spain,1.0,1.0,3.0,2.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,European Union - 27 countries (from 2020),1.0,1.0,2.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,Finland,1.0,1.0,2.0,2.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,France,1.0,1.0,3.0,2.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,Croatia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Hungary,0.0,0.0,0.0,0.0,0.0
