,coicop,country,year,month,value
5274964,Alcoholic beverages,Greece,2021,11,-0.4
5274965,Alcoholic beverages,Spain,2021,11,-1.0
5274969,Alcoholic beverages,Finland,2021,11,3.6
5274970,Alcoholic beverages,France,2021,11,0.8
5274971,Alcoholic beverages,Croatia,2021,11,0.6
5274972,Alcoholic beverages,Hungary,2021,11,2.8
5274973,Alcoholic beverages,Ireland,2021,11,0.5
5274974,Alcoholic beverages,Iceland,2021,11,2.6
5274975,Alcoholic beverages,Italy,2021,11,-1.3
5274976,Alcoholic beverages,Lithuania,2021,11,0.7
5274977,Alcoholic beverages,Luxembourg,2021,11,1.3
5274978,Alcoholic beverages,Latvia,2021,11,1.6
5274979,Alcoholic beverages,Montenegro,2021,11,1.7 d
5274980,Alcoholic beverages,North Macedonia,2021,11,1.4 d
5274981,Alcoholic beverages,Malta,2021,11,-0.2
5274982,Alcoholic beverages,Netherlands,2021,11,2.2
5274983,Alcoholic beverages,Norway,2021,11,-1.4
5274984,Alcoholic beverages,Poland,2021,11,3.0
5274985,Alcoholic beverages,Portugal,2021,11,-0.3
5274986,Alcoholic beverages,Romania,2021,11,3.4
5274987,Alcoholic beverages,Serbia,2021,11,5.4 d
5274988,Alcoholic beverages,Sweden,2021,11,0.4
5274989,Alcoholic beverages,Slovenia,2021,11,1.3
5274990,Alcoholic beverages,Slovakia,2021,11,0.7
5279568,Health,Albania,2021,11,1.0 d
5279569,Health,Austria,2021,11,1.8
5279570,Health,Belgium,2021,11,0.5
5279571,Health,Bulgaria,2021,11,0.7
5279572,Health,Switzerland,2021,11,-0.5
5279573,Health,Cyprus,2021,11,1.0
5279575,Health,Germany,2021,11,1.6
5279576,Health,Denmark,2021,11,-0.4
5279580,Health,Estonia,2021,11,2.8
5279582,Health,Greece,2021,11,-0.1
5279583,Health,Spain,2021,11,0.7
5279587,Health,Finland,2021,11,0.1
5279588,Health,France,2021,11,-0.4
5279589,Health,Croatia,2021,11,0.3
5279590,Health,Hungary,2021,11,4.8
5279591,Health,Ireland,2021,11,0.1
5279592,Health,Iceland,2021,11,1.2
5279593,Health,Italy,2021,11,1.0
5279594,Health,Lithuania,2021,11,3.8
5279595,Health,Luxembourg,2021,11,2.8
5279596,Health,Latvia,2021,11,3.1
5279597,Health,Montenegro,2021,11,1.7 d
5279598,Health,North Macedonia,2021,11,2.7 d
5279599,Health,Malta,2021,11,1.4
5279600,Health,Netherlands,2021,11,0.8
5279601,Health,Norway,2021,11,2.9
5279602,Health,Poland,2021,11,3.3
5279603,Health,Portugal,2021,11,1.1
5279604,Health,Romania,2021,11,2.8
5279605,Health,Serbia,2021,11,3.1 d
5279606,Health,Sweden,2021,11,-2.3
5279607,Health,Slovenia,2021,11,-1.9
5279608,Health,Slovakia,2021,11,1.1
5279613,"Medical products, appliances and equipment",Albania,2021,11,0.7 d
5279614,"Medical products, appliances and equipment",Austria,2021,11,1.9
5279615,"Medical products, appliances and equipment",Belgium,2021,11,-0.5
5279616,"Medical products, appliances and equipment",Bulgaria,2021,11,0.4
5279617,"Medical products, appliances and equipment",Switzerland,2021,11,-2.3
5279618,"Medical products, appliances and equipment",Cyprus,2021,11,1.4
5279620,"Medical products, appliances and equipment",Germany,2021,11,2.3
5279621,"Medical products, appliances and equipment",Denmark,2021,11,-2.4
5279625,"Medical products, appliances and equipment",Estonia,2021,11,2.3
5279627,"Medical products, appliances and equipment",Greece,2021,11,-0.9
5279628,"Medical products, appliances and equipment",Spain,2021,11,0.2
5279632,"Medical products, appliances and equipment",Finland,2021,11,0.1
5279633,"Medical products, appliances and equipment",France,2021,11,-1.7
5279634,"Medical products, appliances and equipment",Croatia,2021,11,-0.9
5279635,"Medical products, appliances and equipment",Hungary,2021,11,2.7
5279636,"Medical products, appliances and equipment",Ireland,2021,11,-0.6
5279637,"Medical products, appliances and equipment",Iceland,2021,11,-0.8
5279638,"Medical products, appliances and equipment",Italy,2021,11,1.0
5279639,"Medical products, appliances and equipment",Lithuania,2021,11,1.9
5279640,"Medical products, appliances and equipment",Luxembourg,2021,11,1.3
5279641,"Medical products, appliances and equipment",Latvia,2021,11,0.3
5279642,"Medical products, appliances and equipment",Montenegro,2021,11,2.3 d
5279643,"Medical products, appliances and equipment",North Macedonia,2021,11,2.9 d
5279644,"Medical products, appliances and equipment",Malta,2021,11,1.1
5279645,"Medical products, appliances and equipment",Netherlands,2021,11,-1.9
5279646,"Medical products, appliances and equipment",Norway,2021,11,0.1
5279647,"Medical products, appliances and equipment",Poland,2021,11,1.6
5279648,"Medical products, appliances and equipment",Portugal,2021,11,0.9
5279649,"Medical products, appliances and equipment",Romania,2021,11,1.5
5279650,"Medical products, appliances and equipment",Serbia,2021,11,1.7 d
5279651,"Medical products, appliances and equipment",Sweden,2021,11,-7.8
5279652,"Medical products, appliances and equipment",Slovenia,2021,11,2.1
5279653,"Medical products, appliances and equipment",Slovakia,2021,11,0.3
5280444,Transport,Albania,2021,11,5.0 d
5280445,Transport,Austria,2021,11,12.2
5280446,Transport,Belgium,2021,11,10.5
5280447,Transport,Bulgaria,2021,11,18.3
5280448,Transport,Switzerland,2021,11,7.1
5280449,Transport,Cyprus,2021,11,15.9
5280451,Transport,Germany,2021,11,15.0
5280452,Transport,Denmark,2021,11,9.5
5280456,Transport,Estonia,2021,11,19.7
5280458,Transport,Greece,2021,11,5.8
5280459,Transport,Spain,2021,11,13.3
5280463,Transport,Finland,2021,11,12.8
5280464,Transport,France,2021,11,8.6
5280465,Transport,Croatia,2021,11,10.9
5280466,Transport,Hungary,2021,11,20.9
5280467,Transport,Ireland,2021,11,17.1
5280468,Transport,Iceland,2021,11,7.6
5280469,Transport,Italy,2021,11,10.5
5280470,Transport,Lithuania,2021,11,19.8
5280471,Transport,Luxembourg,2021,11,21.3
5280472,Transport,Latvia,2021,11,18.1
5280473,Transport,Montenegro,2021,11,11.3 d
5280474,Transport,North Macedonia,2021,11,16.8 d
5280475,Transport,Malta,2021,11,2.3
5280476,Transport,Netherlands,2021,11,14.0
5280477,Transport,Norway,2021,11,5.7
5280478,Transport,Poland,2021,11,18.3
5280479,Transport,Portugal,2021,11,8.6
5280480,Transport,Romania,2021,11,15.3
5280481,Transport,Serbia,2021,11,13.4 d
5280482,Transport,Sweden,2021,11,8.7
5280483,Transport,Slovenia,2021,11,17.8
5280484,Transport,Slovakia,2021,11,14.4
5280996,Fuels and lubricants for personal transport equipment,Albania,2021,11,19.4 d
5280997,Fuels and lubricants for personal transport equipment,Austria,2021,11,38.2
5280998,Fuels and lubricants for personal transport equipment,Belgium,2021,11,32.5
5280999,Fuels and lubricants for personal transport equipment,Bulgaria,2021,11,39.1
5281000,Fuels and lubricants for personal transport equipment,Switzerland,2021,11,29.0
5281001,Fuels and lubricants for personal transport equipment,Cyprus,2021,11,28.3
5281003,Fuels and lubricants for personal transport equipment,Germany,2021,11,42.9
5281004,Fuels and lubricants for personal transport equipment,Denmark,2021,11,34.2
5281008,Fuels and lubricants for personal transport equipment,Estonia,2021,11,32.2
5281010,Fuels and lubricants for personal transport equipment,Greece,2021,11,24.8
5281011,Fuels and lubricants for personal transport equipment,Spain,2021,11,31.1
5281015,Fuels and lubricants for personal transport equipment,Finland,2021,11,35.3
5281016,Fuels and lubricants for personal transport equipment,France,2021,11,25.5
5281017,Fuels and lubricants for personal transport equipment,Croatia,2021,11,26.5
5281018,Fuels and lubricants for personal transport equipment,Hungary,2021,11,37.7
5281019,Fuels and lubricants for personal transport equipment,Ireland,2021,11,27.6
5281020,Fuels and lubricants for personal transport equipment,Iceland,2021,11,23.5
5281021,Fuels and lubricants for personal transport equipment,Italy,2021,11,26.7
5281022,Fuels and lubricants for personal transport equipment,Lithuania,2021,11,39.3
5281023,Fuels and lubricants for personal transport equipment,Luxembourg,2021,11,47.7
5281024,Fuels and lubricants for personal transport equipment,Latvia,2021,11,39.2
5281025,Fuels and lubricants for personal transport equipment,Montenegro,2021,11,30.7 d
5281026,Fuels and lubricants for personal transport equipment,North Macedonia,2021,11,31.6 d
5281027,Fuels and lubricants for personal transport equipment,Malta,2021,11,0.0
5281028,Fuels and lubricants for personal transport equipment,Netherlands,2021,11,33.1
5281029,Fuels and lubricants for personal transport equipment,Norway,2021,11,30.1
5281030,Fuels and lubricants for personal transport equipment,Poland,2021,11,36.5
5281031,Fuels and lubricants for personal transport equipment,Portugal,2021,11,25.4
5281032,Fuels and lubricants for personal transport equipment,Romania,2021,11,33.0
5281033,Fuels and lubricants for personal transport equipment,Serbia,2021,11,24.3 d
5281034,Fuels and lubricants for personal transport equipment,Sweden,2021,11,34.8
5281035,Fuels and lubricants for personal transport equipment,Slovenia,2021,11,43.9
5281036,Fuels and lubricants for personal transport equipment,Slovakia,2021,11,31.2
5281979,Communications,Albania,2021,11,3.1 d
5281980,Communications,Austria,2021,11,-1.8
5281981,Communications,Belgium,2021,11,0.4
5281982,Communications,Bulgaria,2021,11,-4.9
5281983,Communications,Switzerland,2021,11,-0.6
5281984,Communications,Cyprus,2021,11,0.1
5281986,Communications,Germany,2021,11,1.6
5281987,Communications,Denmark,2021,11,0.1
5281991,Communications,Estonia,2021,11,-1.7
5281993,Communications,Greece,2021,11,-2.6
5281994,Communications,Spain,2021,11,-0.3
5281998,Communications,Finland,2021,11,3.9
5281999,Communications,France,2021,11,2.2
5282000,Communications,Croatia,2021,11,1.3
5282001,Communications,Hungary,2021,11,-1.7
5282002,Communications,Ireland,2021,11,1.6
5282003,Communications,Iceland,2021,11,-5.8
5282004,Communications,Italy,2021,11,-2.7
5282005,Communications,Lithuania,2021,11,2.8
5282006,Communications,Luxembourg,2021,11,-2.6
5282007,Communications,Latvia,2021,11,1.6
5282008,Communications,Montenegro,2021,11,-0.2 d
5282009,Communications,North Macedonia,2021,11,-0.7 d
5282010,Communications,Malta,2021,11,-2.2
5282011,Communications,Netherlands,2021,11,0.4
5282012,Communications,Norway,2021,11,0.6
5282013,Communications,Poland,2021,11,4.7
5282014,Communications,Portugal,2021,11,0.5
5282015,Communications,Romania,2021,11,1.5
5282016,Communications,Serbia,2021,11,0.4 d
5282017,Communications,Sweden,2021,11,-1.5
5282018,Communications,Slovenia,2021,11,-4.6
5282019,Communications,Slovakia,2021,11,6.4
5285313,Education,Albania,2021,11,0.1 d
5285314,Education,Austria,2021,11,1.7
5285315,Education,Belgium,2021,11,1.0
5285316,Education,Bulgaria,2021,11,4.6
5285317,Education,Switzerland,2021,11,0.7
5285318,Education,Cyprus,2021,11,0.6
5285320,Education,Germany,2021,11,1.4
5285321,Education,Denmark,2021,11,2.1
5285325,Education,Estonia,2021,11,2.7
5285327,Education,Greece,2021,11,0.9
5285328,Education,Spain,2021,11,1.2
5285332,Education,Finland,2021,11,0.3
5285333,Education,France,2021,11,2.3
5285334,Education,Croatia,2021,11,0.5
5285335,Education,Hungary,2021,11,4.6
5285336,Education,Ireland,2021,11,0.2
5285337,Education,Iceland,2021,11,2.0
5285338,Education,Italy,2021,11,-0.6
5285339,Education,Lithuania,2021,11,6.5
5285340,Education,Luxembourg,2021,11,0.9
5285341,Education,Latvia,2021,11,1.8
5285342,Education,Montenegro,2021,11,-0.1 d
5285343,Education,North Macedonia,2021,11,-0.4 d
5285344,Education,Malta,2021,11,0.9
5285345,Education,Netherlands,2021,11,-45.1
5285346,Education,Norway,2021,11,1.7
5285347,Education,Poland,2021,11,4.2
5285348,Education,Portugal,2021,11,1.1
5285349,Education,Romania,2021,11,4.4
5285350,Education,Serbia,2021,11,1.0 d
5285351,Education,Sweden,2021,11,1.7
5285352,Education,Slovenia,2021,11,0.7
5285353,Education,Slovakia,2021,11,5.3
5285584,Restaurants and hotels,Albania,2021,11,2.6 d
5285585,Restaurants and hotels,Austria,2021,11,5.1 u
5285586,Restaurants and hotels,Belgium,2021,11,3.6 u
5285587,Restaurants and hotels,Bulgaria,2021,11,4.8
5285588,Restaurants and hotels,Switzerland,2021,11,1.5
5285589,Restaurants and hotels,Cyprus,2021,11,3.8
5285591,Restaurants and hotels,Germany,2021,11,4.0 u
5285592,Restaurants and hotels,Denmark,2021,11,3.7
5285596,Restaurants and hotels,Estonia,2021,11,5.3
5285598,Restaurants and hotels,Greece,2021,11,2.3
5285599,Restaurants and hotels,Spain,2021,11,3.2
5285603,Restaurants and hotels,Finland,2021,11,2.8
5285604,Restaurants and hotels,France,2021,11,2.1 u
5285605,Restaurants and hotels,Croatia,2021,11,3.5
5285606,Restaurants and hotels,Hungary,2021,11,7.3
5285607,Restaurants and hotels,Ireland,2021,11,3.9 u
5285608,Restaurants and hotels,Iceland,2021,11,7.5
5285609,Restaurants and hotels,Italy,2021,11,2.8
5285610,Restaurants and hotels,Lithuania,2021,11,7.8
5285611,Restaurants and hotels,Luxembourg,2021,11,3.0
5285612,Restaurants and hotels,Latvia,2021,11,4.7
5285613,Restaurants and hotels,Montenegro,2021,11,4.5 d
5285614,Restaurants and hotels,North Macedonia,2021,11,6.3 d
5285615,Restaurants and hotels,Malta,2021,11,3.2
5285616,Restaurants and hotels,Netherlands,2021,11,3.9
5285617,Restaurants and hotels,Norway,2021,11,6.4
5285618,Restaurants and hotels,Poland,2021,11,7.9 u
5285619,Restaurants and hotels,Portugal,2021,11,3.8
5285620,Restaurants and hotels,Romania,2021,11,3.8
5285621,Restaurants and hotels,Serbia,2021,11,5.0 d
5285622,Restaurants and hotels,Sweden,2021,11,4.0
5285623,Restaurants and hotels,Slovenia,2021,11,5.6 u
5285624,Restaurants and hotels,Slovakia,2021,11,12.9
5285841,Accommodation services,Albania,2021,11,3.5 d
5285842,Accommodation services,Austria,2021,11,9.4 u
5285843,Accommodation services,Belgium,2021,11,4.2 u
5285844,Accommodation services,Bulgaria,2021,11,0.2
5285845,Accommodation services,Switzerland,2021,11,4.5
5285846,Accommodation services,Cyprus,2021,11,14.8 u
5285848,Accommodation services,Germany,2021,11,4.4 u
5285849,Accommodation services,Denmark,2021,11,4.3
5285853,Accommodation services,Estonia,2021,11,9.6
5285855,Accommodation services,Greece,2021,11,12.5
5285856,Accommodation services,Spain,2021,11,14.5
5285860,Accommodation services,Finland,2021,11,14.9
5285861,Accommodation services,France,2021,11,3.9
5285862,Accommodation services,Croatia,2021,11,3.1
5285863,Accommodation services,Hungary,2021,11,2.8 u
5285864,Accommodation services,Ireland,2021,11,21.8 u
5285865,Accommodation services,Iceland,2021,11,13.7
5285866,Accommodation services,Italy,2021,11,4.6 u
5285867,Accommodation services,Lithuania,2021,11,9.3
5285868,Accommodation services,Luxembourg,2021,11,3.7
5285869,Accommodation services,Latvia,2021,11,9.0
5285870,Accommodation services,Montenegro,2021,11,10.6 d
5285871,Accommodation services,North Macedonia,2021,11,7.7 du
5285872,Accommodation services,Malta,2021,11,2.1
5285873,Accommodation services,Netherlands,2021,11,4.6
5285874,Accommodation services,Norway,2021,11,18.4
5285875,Accommodation services,Poland,2021,11,9.6 u
5285876,Accommodation services,Portugal,2021,11,9.8
5285877,Accommodation services,Romania,2021,11,2.6
5285878,Accommodation services,Serbia,2021,11,3.6 d
5285879,Accommodation services,Sweden,2021,11,13.5
5285880,Accommodation services,Slovenia,2021,11,4.8 u
5285881,Accommodation services,Slovakia,2021,11,2.6
5289508,All-items HICP,Albania,2021,12,3.8 d
5289509,All-items HICP,Austria,2021,12,3.8
5289510,All-items HICP,Belgium,2021,12,6.6
5289511,All-items HICP,Bulgaria,2021,12,6.6
5289512,All-items HICP,Switzerland,2021,12,1.3
5289513,All-items HICP,Cyprus,2021,12,4.8
5289515,All-items HICP,Germany,2021,12,5.7
5289516,All-items HICP,Denmark,2021,12,3.4
5289520,All-items HICP,Estonia,2021,12,12.0
5289522,All-items HICP,Greece,2021,12,4.4
5289523,All-items HICP,Spain,2021,12,6.6
5289527,All-items HICP,Finland,2021,12,3.2
5289528,All-items HICP,France,2021,12,3.4
5289529,All-items HICP,Croatia,2021,12,5.2
5289530,All-items HICP,Hungary,2021,12,7.4
5289531,All-items HICP,Ireland,2021,12,5.7
5289532,All-items HICP,Iceland,2021,12,3.9
5289533,All-items HICP,Italy,2021,12,4.2
5289534,All-items HICP,Lithuania,2021,12,10.7
5289535,All-items HICP,Luxembourg,2021,12,5.4
5289536,All-items HICP,Latvia,2021,12,7.9
5289537,All-items HICP,Montenegro,2021,12,4.5 d
5289538,All-items HICP,North Macedonia,2021,12,4.9 d
5289539,All-items HICP,Malta,2021,12,2.6
5289540,All-items HICP,Netherlands,2021,12,6.4
5289541,All-items HICP,Norway,2021,12,6.1
5289542,All-items HICP,Poland,2021,12,8.0
5289543,All-items HICP,Portugal,2021,12,2.8
5289544,All-items HICP,Romania,2021,12,6.7
5289545,All-items HICP,Serbia,2021,12,7.9 d
5289546,All-items HICP,Sweden,2021,12,4.5
5289547,All-items HICP,Slovenia,2021,12,5.1
5289548,All-items HICP,Slovakia,2021,12,5.1
5289553,Food and non-alcoholic beverages,Albania,2021,12,6.8 d
5289554,Food and non-alcoholic beverages,Austria,2021,12,1.6
5289555,Food and non-alcoholic beverages,Belgium,2021,12,1.4
5289556,Food and non-alcoholic beverages,Bulgaria,2021,12,8.4
5289557,Food and non-alcoholic beverages,Switzerland,2021,12,-1.4
5289558,Food and non-alcoholic beverages,Cyprus,2021,12,1.1
5289560,Food and non-alcoholic beverages,Germany,2021,12,5.8
5289561,Food and non-alcoholic beverages,Denmark,2021,12,1.6
5289565,Food and non-alcoholic beverages,Estonia,2021,12,5.8
5289567,Food and non-alcoholic beverages,Greece,2021,12,4.3
5289568,Food and non-alcoholic beverages,Spain,2021,12,4.9
5289572,Food and non-alcoholic beverages,Finland,2021,12,1.7
5289573,Food and non-alcoholic beverages,France,2021,12,1.4
5289574,Food and non-alcoholic beverages,Croatia,2021,12,8.1
5289575,Food and non-alcoholic beverages,Hungary,2021,12,7.7
5289576,Food and non-alcoholic beverages,Ireland,2021,12,1.4
5289577,Food and non-alcoholic beverages,Iceland,2021,12,2.7
5289578,Food and non-alcoholic beverages,Italy,2021,12,2.9
5289579,Food and non-alcoholic beverages,Lithuania,2021,12,11.5
5289580,Food and non-alcoholic beverages,Luxembourg,2021,12,2.2
5289581,Food and non-alcoholic beverages,Latvia,2021,12,7.3
5289582,Food and non-alcoholic beverages,Montenegro,2021,12,7.0 d
5289583,Food and non-alcoholic beverages,North Macedonia,2021,12,6.3 d
5289584,Food and non-alcoholic beverages,Malta,2021,12,4.9
5289585,Food and non-alcoholic beverages,Netherlands,2021,12,2.6
5289586,Food and non-alcoholic beverages,Norway,2021,12,-2.0
5289587,Food and non-alcoholic beverages,Poland,2021,12,8.4
5289588,Food and non-alcoholic beverages,Portugal,2021,12,2.9
5289589,Food and non-alcoholic beverages,Romania,2021,12,6.9
5289590,Food and non-alcoholic beverages,Serbia,2021,12,12.4 d
5289591,Food and non-alcoholic beverages,Sweden,2021,12,1.9
5289592,Food and non-alcoholic beverages,Slovenia,2021,12,4.0
5289593,Food and non-alcoholic beverages,Slovakia,2021,12,5.8
5292595,"Alcoholic beverages, tobacco and narcotics",Albania,2021,12,1.4 d
5292596,"Alcoholic beverages, tobacco and narcotics",Austria,2021,12,3.3
5292597,"Alcoholic beverages, tobacco and narcotics",Belgium,2021,12,7.0
5292598,"Alcoholic beverages, tobacco and narcotics",Bulgaria,2021,12,1.6
5292599,"Alcoholic beverages, tobacco and narcotics",Switzerland,2021,12,0.8
5292600,"Alcoholic beverages, tobacco and narcotics",Cyprus,2021,12,0.3
5292602,"Alcoholic beverages, tobacco and narcotics",Germany,2021,12,3.6
5292603,"Alcoholic beverages, tobacco and narcotics",Denmark,2021,12,-0.2
5292607,"Alcoholic beverages, tobacco and narcotics",Estonia,2021,12,3.2
5292609,"Alcoholic beverages, tobacco and narcotics",Greece,2021,12,0.0
5292610,"Alcoholic beverages, tobacco and narcotics",Spain,2021,12,1.6
5292614,"Alcoholic beverages, tobacco and narcotics",Finland,2021,12,4.2
5292615,"Alcoholic beverages, tobacco and narcotics",France,2021,12,0.4
5292616,"Alcoholic beverages, tobacco and narcotics",Croatia,2021,12,4.9
5292617,"Alcoholic beverages, tobacco and narcotics",Hungary,2021,12,8.5
5292618,"Alcoholic beverages, tobacco and narcotics",Ireland,2021,12,2.5
5292619,"Alcoholic beverages, tobacco and narcotics",Iceland,2021,12,2.4
5292620,"Alcoholic beverages, tobacco and narcotics",Italy,2021,12,0.2
5292621,"Alcoholic beverages, tobacco and narcotics",Lithuania,2021,12,2.1
5292622,"Alcoholic beverages, tobacco and narcotics",Luxembourg,2021,12,1.7
5292623,"Alcoholic beverages, tobacco and narcotics",Latvia,2021,12,2.9
5292624,"Alcoholic beverages, tobacco and narcotics",Montenegro,2021,12,3.1 d
5292625,"Alcoholic beverages, tobacco and narcotics",North Macedonia,2021,12,1.3 d
5292626,"Alcoholic beverages, tobacco and narcotics",Malta,2021,12,0.4
5292627,"Alcoholic beverages, tobacco and narcotics",Netherlands,2021,12,2.7
5292628,"Alcoholic beverages, tobacco and narcotics",Norway,2021,12,-2.2
5292629,"Alcoholic beverages, tobacco and narcotics",Poland,2021,12,2.3
5292630,"Alcoholic beverages, tobacco and narcotics",Portugal,2021,12,0.4
5292631,"Alcoholic beverages, tobacco and narcotics",Romania,2021,12,5.2
5292632,"Alcoholic beverages, tobacco and narcotics",Serbia,2021,12,6.5 d
5292633,"Alcoholic beverages, tobacco and narcotics",Sweden,2021,12,0.9
5292634,"Alcoholic beverages, tobacco and narcotics",Slovenia,2021,12,2.3
5292635,"Alcoholic beverages, tobacco and narcotics",Slovakia,2021,12,7.8
5292640,Alcoholic beverages,Albania,2021,12,1.5 d
5292641,Alcoholic beverages,Austria,2021,12,5.2
5292642,Alcoholic beverages,Belgium,2021,12,0.2
5292643,Alcoholic beverages,Bulgaria,2021,12,5.2
5292644,Alcoholic beverages,Switzerland,2021,12,0.0
5292645,Alcoholic beverages,Cyprus,2021,12,-0.1
5292647,Alcoholic beverages,Germany,2021,12,3.2
5292648,Alcoholic beverages,Denmark,2021,12,2.3
5292652,Alcoholic beverages,Estonia,2021,12,2.4
5292654,Alcoholic beverages,Greece,2021,12,0.1
5292655,Alcoholic beverages,Spain,2021,12,0.4
5292659,Alcoholic beverages,Finland,2021,12,3.5
5292660,Alcoholic beverages,France,2021,12,0.8
5292661,Alcoholic beverages,Croatia,2021,12,1.9
5292662,Alcoholic beverages,Hungary,2021,12,2.4
5292663,Alcoholic beverages,Ireland,2021,12,-1.3
5292664,Alcoholic beverages,Iceland,2021,12,2.0
5292665,Alcoholic beverages,Italy,2021,12,-0.7
5292666,Alcoholic beverages,Lithuania,2021,12,0.8
5292667,Alcoholic beverages,Luxembourg,2021,12,1.3
5292668,Alcoholic beverages,Latvia,2021,12,2.4
5292669,Alcoholic beverages,Montenegro,2021,12,2.4 d
5292670,Alcoholic beverages,North Macedonia,2021,12,1.6 d
5292671,Alcoholic beverages,Malta,2021,12,1.1
5292672,Alcoholic beverages,Netherlands,2021,12,3.1
5292673,Alcoholic beverages,Norway,2021,12,-1.3
5292674,Alcoholic beverages,Poland,2021,12,3.2
5292675,Alcoholic beverages,Portugal,2021,12,-1.4
5292676,Alcoholic beverages,Romania,2021,12,3.5
5292677,Alcoholic beverages,Serbia,2021,12,6.4 d
5292678,Alcoholic beverages,Sweden,2021,12,0.4
5292679,Alcoholic beverages,Slovenia,2021,12,1.8
5292680,Alcoholic beverages,Slovakia,2021,12,0.9
5297258,Health,Albania,2021,12,1.0 d
5297259,Health,Austria,2021,12,2.3
5297260,Health,Belgium,2021,12,0.6
5297261,Health,Bulgaria,2021,12,0.9
5297262,Health,Switzerland,2021,12,-0.5
5297263,Health,Cyprus,2021,12,1.0
5297265,Health,Germany,2021,12,1.6
5297266,Health,Denmark,2021,12,0.3
5297270,Health,Estonia,2021,12,3.5
5297272,Health,Greece,2021,12,-0.1
5297273,Health,Spain,2021,12,0.8
5297277,Health,Finland,2021,12,0.3
5297278,Health,France,2021,12,-0.5
5297279,Health,Croatia,2021,12,-0.3
5297280,Health,Hungary,2021,12,4.9
5297281,Health,Ireland,2021,12,0.3
5297282,Health,Iceland,2021,12,1.0
5297283,Health,Italy,2021,12,1.0
5297284,Health,Lithuania,2021,12,4.1
5297285,Health,Luxembourg,2021,12,2.9
5297286,Health,Latvia,2021,12,3.0
5297287,Health,Montenegro,2021,12,1.7 d
5297288,Health,North Macedonia,2021,12,2.5 d
5297289,Health,Malta,2021,12,1.4
5297290,Health,Netherlands,2021,12,0.7
5297291,Health,Norway,2021,12,3.2
5297292,Health,Poland,2021,12,3.5
5297293,Health,Portugal,2021,12,0.6
5297294,Health,Romania,2021,12,2.9
5297295,Health,Serbia,2021,12,3.0 d
5297296,Health,Sweden,2021,12,-3.2
5297297,Health,Slovenia,2021,12,-1.8
5297298,Health,Slovakia,2021,12,1.2
5297303,"Medical products, appliances and equipment",Albania,2021,12,0.6 d
5297304,"Medical products, appliances and equipment",Austria,2021,12,3.5
5297305,"Medical products, appliances and equipment",Belgium,2021,12,-0.4
5297306,"Medical products, appliances and equipment",Bulgaria,2021,12,0.7
5297307,"Medical products, appliances and equipment",Switzerland,2021,12,-2.2
5297308,"Medical products, appliances and equipment",Cyprus,2021,12,1.4
5297310,"Medical products, appliances and equipment",Germany,2021,12,2.3
5297311,"Medical products, appliances and equipment",Denmark,2021,12,-1.0
5297315,"Medical products, appliances and equipment",Estonia,2021,12,2.0
5297317,"Medical products, appliances and equipment",Greece,2021,12,-0.9
5297318,"Medical products, appliances and equipment",Spain,2021,12,0.2
5297322,"Medical products, appliances and equipment",Finland,2021,12,0.2
5297323,"Medical products, appliances and equipment",France,2021,12,-1.8
5297324,"Medical products, appliances and equipment",Croatia,2021,12,-0.9
5297325,"Medical products, appliances and equipment",Hungary,2021,12,2.7
5297326,"Medical products, appliances and equipment",Ireland,2021,12,0.2
5297327,"Medical products, appliances and equipment",Iceland,2021,12,-1.3
5297328,"Medical products, appliances and equipment",Italy,2021,12,1.0
5297329,"Medical products, appliances and equipment",Lithuania,2021,12,2.0
5297330,"Medical products, appliances and equipment",Luxembourg,2021,12,1.5
5297331,"Medical products, appliances and equipment",Latvia,2021,12,0.3
5297332,"Medical products, appliances and equipment",Montenegro,2021,12,2.3 d
5297333,"Medical products, appliances and equipment",North Macedonia,2021,12,3.3 d
5297334,"Medical products, appliances and equipment",Malta,2021,12,1.1
5297335,"Medical products, appliances and equipment",Netherlands,2021,12,-2.4
5297336,"Medical products, appliances and equipment",Norway,2021,12,1.1
5297337,"Medical products, appliances and equipment",Poland,2021,12,1.8
5297338,"Medical products, appliances and equipment",Portugal,2021,12,0.2
5297339,"Medical products, appliances and equipment",Romania,2021,12,1.5
5297340,"Medical products, appliances and equipment",Serbia,2021,12,1.9 d
5297341,"Medical products, appliances and equipment",Sweden,2021,12,-8.8
5297342,"Medical products, appliances and equipment",Slovenia,2021,12,2.3
5297343,"Medical products, appliances and equipment",Slovakia,2021,12,0.7
5298134,Transport,Albania,2021,12,4.9 d
5298135,Transport,Austria,2021,12,11.1
5298136,Transport,Belgium,2021,12,8.8
5298137,Transport,Bulgaria,2021,12,16.7
5298138,Transport,Switzerland,2021,12,6.1
5298139,Transport,Cyprus,2021,12,13.7
5298141,Transport,Germany,2021,12,13.2
5298142,Transport,Denmark,2021,12,6.6
5298146,Transport,Estonia,2021,12,16.9
5298148,Transport,Greece,2021,12,7.1
5298149,Transport,Spain,2021,12,10.7
5298153,Transport,Finland,2021,12,9.5
5298154,Transport,France,2021,12,6.4
5298155,Transport,Croatia,2021,12,9.6
5298156,Transport,Hungary,2021,12,16.4
5298157,Transport,Ireland,2021,12,18.5
5298158,Transport,Iceland,2021,12,8.0
5298159,Transport,Italy,2021,12,9.6
5298160,Transport,Lithuania,2021,12,17.8
5298161,Transport,Luxembourg,2021,12,16.7
